Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
05/11/2019,Alaska,86,101,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/12/2018,Alaska,71,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/13/2017,Alaska,77,100,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/18/2019,Alaska,91,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/19/2018,Alaska,72,99,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/20/2017,Alaska,68,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/25/2019,Alaska,82,103,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/26/2018,Alaska,73,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/27/2017,Alaska,76,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/01/2019,Alaska,77,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/02/2018,Alaska,63,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/03/2017,Alaska,77,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/08/2019,Alaska,93,102,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/09/2018,Alaska,78,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/10/2017,Alaska,84,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/15/2019,Alaska,75,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/16/2018,Alaska,82,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/17/2017,Alaska,90,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/22/2019,Alaska,97,106,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/23/2018,Alaska,78,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/24/2017,Alaska,81,106,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/29/2019,Alaska,87,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/30/2018,Alaska,66,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/01/2017,Alaska,79,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/06/2019,Alaska,81,106,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/07/2018,Alaska,88,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/08/2017,Alaska,82,109,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/13/2019,Alaska,91,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/14/2018,Alaska,104,105,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/15/2017,Alaska,70,110,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/20/2019,Alaska,74,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/21/2018,Alaska,71,102,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/22/2017,Alaska,81,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/27/2019,Alaska,59,106,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/28/2018,Alaska,77,100,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
07/29/2017,Alaska,79,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/03/2019,Alaska,73,103,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/04/2018,Alaska,89,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/05/2017,Alaska,64,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/10/2019,Alaska,86,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/11/2018,Alaska,82,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/12/2017,Alaska,68,101,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/17/2019,Alaska,94,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/18/2018,Alaska,89,96,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/19/2017,Alaska,89,101,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/24/2019,Alaska,73,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/25/2018,Alaska,92,97,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/26/2017,Alaska,89,102,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
08/31/2019,Alaska,82,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/01/2018,Alaska,80,102,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/02/2017,Alaska,77,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/07/2019,Alaska,71,108,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/08/2018,Alaska,86,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/09/2017,Alaska,86,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/14/2019,Alaska,91,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/15/2018,Alaska,65,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/16/2017,Alaska,83,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/21/2019,Alaska,94,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/22/2018,Alaska,84,101,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/23/2017,Alaska,89,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/28/2019,Alaska,82,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/29/2018,Alaska,81,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
09/30/2017,Alaska,115,105,true,10,2017,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",
10/05/2019,Alaska,93,109,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/06/2018,Alaska,91,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/07/2017,Alaska,78,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/12/2019,Alaska,91,110,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/13/2018,Alaska,84,105,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/14/2017,Alaska,79,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/19/2019,Alaska,94,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/20/2018,Alaska,80,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/21/2017,Alaska,79,106,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/26/2019,Alaska,67,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/27/2018,Alaska,89,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
10/28/2017,Alaska,96,106,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/02/2019,Alaska,81,105,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/03/2018,Alaska,67,101,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/04/2017,Alaska,64,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/09/2019,Alaska,91,103,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/10/2018,Alaska,92,99,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/11/2017,Alaska,71,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/16/2019,Alaska,92,104,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/17/2018,Alaska,82,99,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/18/2017,Alaska,81,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/23/2019,Alaska,95,107,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/24/2018,Alaska,94,103,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/25/2017,Alaska,75,104,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
11/30/2019,Alaska,106,109,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/01/2018,Alaska,89,104,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/02/2017,Alaska,94,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/07/2019,Alaska,96,111,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/08/2018,Alaska,75,105,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/09/2017,Alaska,76,103,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/14/2019,Alaska,97,111,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/15/2018,Alaska,110,106,true,,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/16/2017,Alaska,96,105,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/21/2019,Alaska,86,112,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/22/2018,Alaska,95,107,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/23/2017,Alaska,90,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/28/2019,Alaska,103,114,false,0,2019,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/29/2018,Alaska,68,108,false,0,2018,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
12/30/2017,Alaska,86,107,false,0,2017,0,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/04/2020,Arizona,1306,1390,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/05/2019,Arizona,1351,1359,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/06/2018,Arizona,1532,1306,true,226,2018,61,0.2,Predicted (weighted),"All causes, excluding COVID-19",
01/11/2020,Arizona,1397,1424,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/12/2019,Arizona,1350,1391,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/13/2018,Arizona,1514,1335,true,179,2018,61,0.1,Predicted (weighted),"All causes, excluding COVID-19",
01/14/2017,Arizona,1205,1341,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/18/2020,Arizona,1319,1429,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/19/2019,Arizona,1270,1403,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/20/2018,Arizona,1379,1355,true,24,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/21/2017,Arizona,1122,1367,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/25/2020,Arizona,1282,1431,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/26/2019,Arizona,1253,1414,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/27/2018,Arizona,1363,1370,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
01/28/2017,Arizona,1191,1391,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/01/2020,Arizona,1272,1420,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/02/2019,Arizona,1217,1412,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/03/2018,Arizona,1375,1384,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/04/2017,Arizona,1235,1398,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/08/2020,Arizona,1270,1410,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/09/2019,Arizona,1204,1406,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/10/2018,Arizona,1309,1379,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/11/2017,Arizona,1216,1395,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/15/2020,Arizona,1320,1416,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/16/2019,Arizona,1188,1405,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/17/2018,Arizona,1228,1368,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/18/2017,Arizona,1138,1378,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/22/2020,Arizona,1348,1410,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/23/2019,Arizona,1313,1387,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/24/2018,Arizona,1172,1361,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/25/2017,Arizona,1125,1364,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
02/29/2020,Arizona,1373,1413,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/02/2019,Arizona,1250,1383,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/03/2018,Arizona,1272,1352,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/04/2017,Arizona,1176,1361,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/07/2020,Arizona,1410,1419,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/09/2019,Arizona,1252,1381,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/10/2018,Arizona,1282,1353,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/11/2017,Arizona,1169,1348,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/14/2020,Arizona,1369,1414,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/16/2019,Arizona,1279,1381,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/17/2018,Arizona,1196,1345,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/18/2017,Arizona,1209,1338,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/21/2020,Arizona,1301,1414,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/23/2019,Arizona,1192,1372,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/24/2018,Arizona,1232,1340,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/25/2017,Arizona,1189,1308,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/28/2020,Arizona,1328,1400,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/30/2019,Arizona,1240,1332,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
03/31/2018,Arizona,1195,1317,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/01/2017,Arizona,1127,1291,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/04/2020,Arizona,1350,1377,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/06/2019,Arizona,1254,1323,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/07/2018,Arizona,1247,1315,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/08/2017,Arizona,1171,1287,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/11/2020,Arizona,1426,1365,true,61,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/13/2019,Arizona,1325,1307,true,18,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/14/2018,Arizona,1179,1303,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/15/2017,Arizona,1141,1272,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/18/2020,Arizona,1343,1345,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/20/2019,Arizona,1167,1296,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/21/2018,Arizona,1161,1301,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/22/2017,Arizona,1124,1257,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/25/2020,Arizona,1246,1335,false,0,2020,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/27/2019,Arizona,1175,1281,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/28/2018,Arizona,1145,1287,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
04/29/2017,Arizona,1182,1248,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/04/2019,Arizona,1160,1261,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/05/2018,Arizona,1157,1269,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/06/2017,Arizona,1169,1231,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/11/2019,Arizona,1191,1245,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/12/2018,Arizona,1141,1252,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/13/2017,Arizona,1120,1202,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/18/2019,Arizona,1139,1231,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/19/2018,Arizona,1030,1240,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/20/2017,Arizona,1078,1198,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/25/2019,Arizona,1122,1226,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/26/2018,Arizona,1063,1245,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
05/27/2017,Arizona,1065,1199,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/01/2019,Arizona,1168,1224,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/02/2018,Arizona,1033,1236,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/03/2017,Arizona,1146,1189,false,0,2017,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/08/2019,Arizona,1073,1219,false,0,2019,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
06/09/2018,Arizona,1086,1224,false,0,2018,61,0.0,Predicted (weighted),"All causes, excluding COVID-19",
