the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.875294431653 30.297086012088, -97.87529338127 30.285367083031, -97.896122483393 30.285366101116, -97.896122894599 30.297084969559, -97.875294431653 30.297086012088)))",1254,B24
"MULTIPOLYGON (((-97.562788085243 30.496300592954, -97.562788546433 30.484580847165, -97.583625557744 30.484580384971, -97.583622870286 30.496300028689, -97.562788085243 30.496300592954)))",659,S41
"MULTIPOLYGON (((-97.604449215659 30.144749896877, -97.604449292618 30.133033225808, -97.625285496177 30.133033098425, -97.625286364013 30.144749735858, -97.604449215659 30.144749896877)))",1997,Q11
"MULTIPOLYGON (((-98.041962238125 30.320519734626, -98.041962338624 30.308801186462, -98.062798199368 30.308800652555, -98.062798252353 30.32051915844, -98.041962238125 30.320519734626)))",1178,WT26
"MULTIPOLYGON (((-98.000299054467 30.402549804588, -98.000297874715 30.390831101612, -98.021127080475 30.390828647432, -98.021127620226 30.402547292861, -98.000299054467 30.402549804588)))",919,WV33
"MULTIPOLYGON (((-97.937798521899 30.449423098946, -97.937798596132 30.437704266578, -97.958627029608 30.437703504413, -97.958627108258 30.449422292569, -97.937798521899 30.449423098946)))",1133,WY37
"MULTIPOLYGON (((-97.396119166533 30.472864278843, -97.396118397284 30.461146806717, -97.416947187789 30.461145806799, -97.416948026768 30.472865973202, -97.396119166533 30.472864278843)))",561,EA39
"MULTIPOLYGON (((-97.625285343299 30.051003458513, -97.625285344201 30.03928422315, -97.646113925404 30.039283719497, -97.646114078123 30.051002904865, -97.625285343299 30.051003458513)))",2290,P3
"MULTIPOLYGON (((-97.416947187789 30.461145806799, -97.416947851048 30.449428426431, -97.43778433629 30.449427029361, -97.437784537486 30.461147122529, -97.416947187789 30.461145806799)))",594,Z38
"MULTIPOLYGON (((-98.062799205937 30.355674731572, -98.062798359402 30.343956191423, -98.083627484169 30.343954770461, -98.08362848341 30.355673268563, -98.062799205937 30.355674731572)))",1375,WS29
"MULTIPOLYGON (((-97.812795382736 30.484579749451, -97.812795584437 30.47286062456, -97.83362417271 30.472860746356, -97.833624124086 30.484579824737, -97.812795382736 30.484579749451)))",550,E40
"MULTIPOLYGON (((-97.541952169785 30.484583443743, -97.541951991802 30.472863629619, -97.562788135106 30.472863833391, -97.562788546433 30.484580847165, -97.541952169785 30.484583443743)))",715,T40
"MULTIPOLYGON (((-97.583614026925 30.226777926449, -97.583614255977 30.215061113866, -97.604450029542 30.215061240681, -97.604449953675 30.226778002513, -97.583614026925 30.226777926449)))",1671,R18
"MULTIPOLYGON (((-97.458610149264 30.097879128915, -97.458609006189 30.086159356176, -97.479446100852 30.086158465356, -97.479446607544 30.097878167169, -97.458610149264 30.097879128915)))",1966,X7
"MULTIPOLYGON (((-97.729454843186 30.285369235494, -97.729454868128 30.273649986158, -97.750291518124 30.273650904065, -97.750291648046 30.28537010534, -97.729454843186 30.285369235494)))",1735,J23
"MULTIPOLYGON (((-97.541951123176 30.425989884196, -97.541950865833 30.414272828033, -97.562787032939 30.414273306915, -97.562788236847 30.425990328593, -97.541951123176 30.425989884196)))",838,T35
"MULTIPOLYGON (((-97.312778066274 30.215062516867, -97.3127779115 30.203344966374, -97.333606929219 30.203345043475, -97.33360723665 30.215062538135, -97.312778066274 30.215062516867)))",1702,EE17
"MULTIPOLYGON (((-97.416943923609 30.074442320223, -97.416943877527 30.06272249233, -97.437780040326 30.062722981251, -97.437780321421 30.074440006628, -97.416943923609 30.074442320223)))",2455,Z5
"MULTIPOLYGON (((-97.500287270307 30.484581420215, -97.500286525844 30.472864233042, -97.521122909185 30.472862950478, -97.521122933721 30.484582816554, -97.500287270307 30.484581420215)))",711,V40
"MULTIPOLYGON (((-97.416952252566 30.590048255261, -97.4169522052 30.578328120272, -97.437785538559 30.578328771168, -97.437785822895 30.590046103594, -97.416952252566 30.590048255261)))",124,Z49
"MULTIPOLYGON (((-98.021134385667 30.496293845811, -98.021129812 30.484577861277, -98.041965663521 30.484577281255, -98.041968803145 30.49629319405, -98.021134385667 30.496293845811)))",705,WU41
"MULTIPOLYGON (((-98.083630136005 30.449421307451, -98.083629072459 30.43770552604, -98.104465700616 30.437703249143, -98.104466853733 30.449421737918, -98.083630136005 30.449421307451)))",1141,WR37
"MULTIPOLYGON (((-97.750294036687 30.461142399733, -97.750293832543 30.449425868273, -97.771123198785 30.449425241566, -97.771122689141 30.461144458342, -97.750294036687 30.461142399733)))",1085,H38
"MULTIPOLYGON (((-97.500283155036 30.16818919929, -97.500282494094 30.156469458518, -97.521111569807 30.156469520123, -97.521111672862 30.16818644239, -97.500283155036 30.16818919929)))",1808,V13
"MULTIPOLYGON (((-97.791958683828 30.42598851041, -97.791958246448 30.414269333065, -97.812794864694 30.414270490464, -97.812794734911 30.425986857233, -97.791958683828 30.42598851041)))",850,F35
"MULTIPOLYGON (((-97.416945966858 30.320526260927, -97.416946630345 30.308808935008, -97.437782854094 30.308808220463, -97.437782344181 30.320525492611, -97.416945966858 30.320526260927)))",1407,Z26
"MULTIPOLYGON (((-97.687793811755 30.554890378913, -97.687793348802 30.543170939795, -97.708627338833 30.54317187988, -97.708627955764 30.554891270064, -97.687793811755 30.554890378913)))",265,L46
"MULTIPOLYGON (((-97.708615825964 30.027565178134, -97.708614424253 30.015846162826, -97.729451798716 30.015846118135, -97.729451774494 30.027565052565, -97.708615825964 30.027565178134)))",2259,K1
"MULTIPOLYGON (((-97.458620814847 30.636920641397, -97.45862037648 30.625203381602, -97.479454160805 30.625202565499, -97.479454752911 30.636919772116, -97.458620814847 30.636920641397)))",399,X53
"MULTIPOLYGON (((-97.750280263296 30.074439855158, -97.750280925067 30.06272090993, -97.771117185621 30.062719348082, -97.771116677268 30.074438245717, -97.750280263296 30.074439855158)))",2158,H5
"MULTIPOLYGON (((-97.937785366739 30.097874593674, -97.937784652068 30.086156029302, -97.958620440401 30.086154067337, -97.958621308292 30.097872587365, -97.937785366739 30.097874593674)))",2400,WY7
"MULTIPOLYGON (((-97.729453282174 30.168185428279, -97.72945330728 30.156466292785, -97.750289213635 30.156467707758, -97.750289343116 30.168186795193, -97.729453282174 30.168185428279)))",1824,J13
"MULTIPOLYGON (((-97.562782853863 30.027567636611, -97.562783313475 30.015848287406, -97.58361182249 30.015849822071, -97.58361159358 30.027566371498, -97.562782853863 30.027567636611)))",2247,S1
"MULTIPOLYGON (((-97.896126102459 30.472860399745, -97.896125691146 30.461141459609, -97.916962500995 30.461142019864, -97.916962341824 30.472858151041, -97.896126102459 30.472860399745)))",616,A39
"MULTIPOLYGON (((-98.021135502876 30.554887116336, -98.021135755311 30.543168473968, -98.0419691995 30.543167622945, -98.041969100645 30.554886222673, -98.021135502876 30.554887116336)))",743,WU46
"MULTIPOLYGON (((-97.666951347367 30.133030781083, -97.666950966021 30.121314275147, -97.687787576451 30.121312283746, -97.687788035629 30.133031489154, -97.666951347367 30.133030781083)))",2037,M10
"MULTIPOLYGON (((-98.000296304535 30.297084566654, -98.000295918294 30.285365934338, -98.021125335533 30.285363896682, -98.021125081456 30.297082471562, -98.000296304535 30.297084566654)))",1715,WV24
"MULTIPOLYGON (((-98.02112790604 30.42598458033, -98.021128159067 30.414265942073, -98.041963882669 30.414265632583, -98.041964509947 30.425986991367, -98.02112790604 30.42598458033)))",869,WU35
"MULTIPOLYGON (((-97.791964179811 30.625198032145, -97.79196374087 30.613478872546, -97.812797416479 30.613479122252, -97.812798804016 30.625198250426, -97.791964179811 30.625198032145)))",20,F52
"MULTIPOLYGON (((-97.58361232922 30.06272166578, -97.583612636239 30.051002310814, -97.604448633457 30.051003199508, -97.604449269981 30.062722520598, -97.58361232922 30.06272166578)))",2213,R4
"MULTIPOLYGON (((-97.354449863909 30.578330613181, -97.354449485531 30.566610292414, -97.375283794558 30.566610150129, -97.37528353213 30.578330397498, -97.354449863909 30.578330613181)))",155,EC48
"MULTIPOLYGON (((-98.187794873109 30.355676052561, -98.18779390161 30.343957772544, -98.208630509668 30.343955426004, -98.208630842182 30.355673653142, -98.187794873109 30.355676052561)))",1331,WL29
"MULTIPOLYGON (((-97.958625773173 30.379112343585, -97.958625693707 30.367393576755, -97.979461861319 30.367392607616, -97.979462094476 30.379111330593, -97.958625773173 30.379112343585)))",953,WX31
"MULTIPOLYGON (((-98.166972201792 30.590039225049, -98.166972174417 30.57832089615, -98.187806299474 30.578321039983, -98.187806480441 30.5900393289, -98.166972201792 30.590039225049)))",172,WM49
"MULTIPOLYGON (((-97.500284914796 30.367398756333, -97.500284964946 30.355681617358, -97.521113471278 30.355680719382, -97.521113493592 30.367400554759, -97.500284914796 30.367398756333)))",961,V30
"MULTIPOLYGON (((-98.146126075794 30.133026408119, -98.146125412326 30.121308249865, -98.16696239539 30.121307995159, -98.166962422468 30.133026099573, -98.146126075794 30.133026408119)))",1893,WN10
"MULTIPOLYGON (((-97.521121812186 30.554890973977, -97.521121707465 30.543173861742, -97.541955679171 30.543174315626, -97.541955937451 30.554891375896, -97.521121812186 30.554890973977)))",257,U46
"MULTIPOLYGON (((-98.041959325874 30.097871777609, -98.041958636245 30.086153445493, -98.062786846876 30.086153631609, -98.062787688711 30.097871921319, -98.041959325874 30.097871777609)))",2423,WT7
"MULTIPOLYGON (((-97.333615005826 30.56661255532, -97.333614781973 30.554892176036, -97.354449816169 30.554892735619, -97.354449485531 30.566610292414, -97.333615005826 30.56661255532)))",189,ED47
"MULTIPOLYGON (((-97.916967533571 30.625195395673, -97.916967691312 30.61347929147, -97.937801667379 30.613478549983, -97.937801593393 30.625197358549, -97.916967533571 30.625195395673)))",30,WZ52
"MULTIPOLYGON (((-98.041971451137 30.660350753409, -98.041971549809 30.648632194437, -98.062804721048 30.648630306222, -98.062805571054 30.660348836946, -98.041971451137 30.660350753409)))",341,WT55
"MULTIPOLYGON (((-97.29194160304 30.22678205465, -97.291941689418 30.215061687807, -97.312778066274 30.215062516867, -97.312778220048 30.226780078962, -97.29194160304 30.22678205465)))",1693,EF18
"MULTIPOLYGON (((-98.000286463428 30.168182818234, -98.000286869728 30.156464322866, -98.021123309388 30.156462917591, -98.021123055397 30.168181369938, -98.000286463428 30.168182818234)))",1841,WV13
"MULTIPOLYGON (((-98.083637931997 30.61347509535, -98.08363766018 30.601759346618, -98.10447161233 30.601759152537, -98.104472037234 30.613474859703, -98.083637931997 30.61347509535)))",111,WR51
"MULTIPOLYGON (((-97.312779026934 30.367399780376, -97.312778871792 30.355682116865, -97.333616217506 30.35568161657, -97.333616441062 30.367401972854, -97.312779026934 30.367399780376)))",947,EE30
"MULTIPOLYGON (((-97.771120022884 30.297086575991, -97.771119668217 30.285370162629, -97.791956325671 30.285369757123, -97.791956041601 30.29708610741, -97.771120022884 30.297086575991)))",1248,G24
"MULTIPOLYGON (((-97.562783870269 30.086159235577, -97.562784330033 30.074439794042, -97.58361281118 30.074441055692, -97.583612582254 30.086157697426, -97.562783870269 30.086159235577)))",2434,S6
"MULTIPOLYGON (((-97.646124218437 30.49630000121, -97.646119304015 30.484580358057, -97.666955927056 30.484580121357, -97.666959408618 30.496299681131, -97.646124218437 30.49630000121)))",663,N41
"MULTIPOLYGON (((-97.771119102965 30.261931864706, -97.771118821481 30.250212730032, -97.791955809311 30.25021248231, -97.791955453962 30.261931553942, -97.771119102965 30.261931864706)))",1463,G21
"MULTIPOLYGON (((-97.854455795793 30.156464914384, -97.854455620883 30.144748840214, -97.875283824788 30.144746311971, -97.875284872501 30.15646510352, -97.854455795793 30.156464914384)))",1979,C12
"MULTIPOLYGON (((-97.396118680905 30.402554069525, -97.396118703887 30.390836630989, -97.416947369 30.390835974628, -97.416947415679 30.402556107567, -97.396118680905 30.402554069525)))",1007,EA33
"MULTIPOLYGON (((-97.437782597018 30.261936412413, -97.437781604981 30.250216399271, -97.458611355086 30.25021793916, -97.458610999065 30.261935113552, -97.437782597018 30.261936412413)))",1442,Y21
"MULTIPOLYGON (((-97.479449553188 30.461144895941, -97.479449755947 30.449427675802, -97.500285912468 30.449427130584, -97.500285782603 30.461147046755, -97.479449553188 30.461144895941)))",601,W38
"MULTIPOLYGON (((-97.729461257969 30.578327410999, -97.72946128115 30.566608091102, -97.75029542942 30.566607678122, -97.750296354482 30.578326965897, -97.729461257969 30.578327410999)))",177,J48
"MULTIPOLYGON (((-97.85445797777 30.297086266209, -97.854457082106 30.285367291256, -97.87529338127 30.285367083031, -97.875294431653 30.297086012088, -97.85445797777 30.297086266209)))",1252,C24
"MULTIPOLYGON (((-98.04196398202 30.402547040279, -98.041963288592 30.390828437619, -98.062799366421 30.390830342498, -98.062800213492 30.402548902751, -98.04196398202 30.402547040279)))",1046,WT33
"MULTIPOLYGON (((-97.729455663967 30.379115270885, -97.729455614612 30.367398714534, -97.750291983658 30.367396466846, -97.750292112728 30.379115723966, -97.729455663967 30.379115270885)))",942,J31
"MULTIPOLYGON (((-98.062802296374 30.496294647234, -98.062801384467 30.484578819333, -98.083629963546 30.484576852365, -98.0836357895 30.496292721615, -98.062802296374 30.496294647234)))",708,WS41
"MULTIPOLYGON (((-97.521113344463 30.332243815079, -97.521113242062 30.320526747174, -97.54194992266 30.320525561434, -97.541950099064 30.332245326109, -97.521113344463 30.332243815079)))",1357,U27
"MULTIPOLYGON (((-97.812791032103 30.156465239255, -97.81279037232 30.144749056852, -97.833619509531 30.144747825557, -97.833619459454 30.156466694735, -97.812791032103 30.156465239255)))",1869,E12
"MULTIPOLYGON (((-97.583624156491 30.613483229301, -97.583624463802 30.601763557835, -97.604458094018 30.601764603969, -97.604458813341 30.613481492776, -97.583624156491 30.613483229301)))",53,R51
"MULTIPOLYGON (((-97.479453442334 30.543173816859, -97.479453645831 30.531456597558, -97.500286911866 30.531455595145, -97.500286861869 30.543172761759, -97.479453442334 30.543173816859)))",747,W45
"MULTIPOLYGON (((-97.625291568416 30.578328618777, -97.625291567499 30.566609036315, -97.646125375477 30.566608996453, -97.646125607211 30.578325780091, -97.625291568416 30.578328618777)))",208,P48
"MULTIPOLYGON (((-97.687791187668 30.379115388249, -97.687790651521 30.367398718278, -97.708619245324 30.367397577972, -97.708619859098 30.379116947838, -97.687791187668 30.379115388249)))",940,L31
"MULTIPOLYGON (((-97.291942940681 30.379120211603, -97.291943025986 30.367399738047, -97.312779026934 30.367399780376, -97.312779888549 30.379120216413, -97.291942940681 30.379120211603)))",911,EF31
"MULTIPOLYGON (((-97.500286092349 30.425990053003, -97.500286141344 30.41427289255, -97.521114619472 30.414271715336, -97.521122572581 30.425991745954, -97.500286092349 30.425990053003)))",894,V35
"MULTIPOLYGON (((-97.479446221299 30.156468597648, -97.479446424875 30.144751584461, -97.500282544438 30.144752498017, -97.500282494094 30.156469458518, -97.479446221299 30.156468597648)))",1847,W12
"MULTIPOLYGON (((-97.62528943427 30.390834415221, -97.625288563835 30.37911757471, -97.64611840814 30.3791155536, -97.646118561957 30.390835076153, -97.62528943427 30.390834415221)))",1061,P32
"MULTIPOLYGON (((-97.479446525828 30.17990543208, -97.479446728377 30.168188391221, -97.500283155036 30.16818919929, -97.500283105792 30.179906187464, -97.479446525828 30.17990543208)))",2149,W14
"MULTIPOLYGON (((-97.375282560984 30.496302307137, -97.375282737857 30.484584797277, -97.396119059774 30.484584482362, -97.396117449786 30.496301901304, -97.375282560984 30.496302307137)))",641,EB41
"MULTIPOLYGON (((-97.979461562174 30.355676638918, -97.979460536778 30.343957912426, -98.00029712248 30.343956409641, -98.000298301565 30.355675092512, -97.979461562174 30.355676638918)))",1318,WW29
"MULTIPOLYGON (((-97.583612528235 30.121313237045, -97.583612757249 30.109596545781, -97.604448809169 30.109594414935, -97.604449446102 30.121313821032, -97.583612528235 30.121313237045)))",1897,R9
"MULTIPOLYGON (((-97.625286440037 30.191624605563, -97.625286439763 30.179905180806, -97.64611527117 30.179904043581, -97.646115423243 30.191623418297, -97.625286440037 30.191624605563)))",2089,P15
