Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
18363,Chinese Food Take Out Container Ornament,No,14.00,,,,Gifts,What is more New York? Note the chopsticks and fortune cookie.    4 inches. Glass.
18363,Chinese Food Take Out Container Ornament,No,14.00,,,,Holiday 2020,What is more New York? Note the chopsticks and fortune cookie.    4 inches. Glass.
18362,Popcorn Ornament,No,3.00,,,,Gifts,Enjoy a bucket of  popcorn without the calories!    2inch. Plastic.
03223,Motorized Subway Set,No,34.00,,,,NYC Kids,This train set comes with 3 NYC MTA Trains and 16 Pieces of tracks. Fully functional lights and sounds make this train set realistic and fun! All MTA logos and marks are officially licensed by the Metropolitan Transportation Authority. Batteries are not included. Recommended for children ages.
03223,Motorized Subway Set,No,34.00,,,,Gifts,This train set comes with 3 NYC MTA Trains and 16 Pieces of tracks. Fully functional lights and sounds make this train set realistic and fun! All MTA logos and marks are officially licensed by the Metropolitan Transportation Authority. Batteries are not included. Recommended for children ages.
03223,Motorized Subway Set,No,34.00,,,,NYC Subway,This train set comes with 3 NYC MTA Trains and 16 Pieces of tracks. Fully functional lights and sounds make this train set realistic and fun! All MTA logos and marks are officially licensed by the Metropolitan Transportation Authority. Batteries are not included. Recommended for children ages.
04157,Brooklyn Denim Wine Tote,No,18.00,,,,Gifts,"Sturdy and Stylish denim wine tote, perfectly fits a bottle of wine. Approximately 12  x 4  x  3  with an 18  handle. 100% cotton denim. Made in Brooklyn, NY."
04157,Brooklyn Denim Wine Tote,No,18.00,,,,Accessories,"Sturdy and Stylish denim wine tote, perfectly fits a bottle of wine. Approximately 12  x 4  x  3  with an 18  handle. 100% cotton denim. Made in Brooklyn, NY."
04157,Brooklyn Denim Wine Tote,No,18.00,,,,Reusable,"Sturdy and Stylish denim wine tote, perfectly fits a bottle of wine. Approximately 12  x 4  x  3  with an 18  handle. 100% cotton denim. Made in Brooklyn, NY."
04158,Manhattan Map Wine Tote,No,16.00,,,,Gifts,"Perfectly fits a bottle of wine, attend your next party in style with this wine tote. Approximately 12  x 4  x  3  with an 18  handle. 100% natural cotton. Made in Brooklyn, NY"
04158,Manhattan Map Wine Tote,No,16.00,,,,Accessories,"Perfectly fits a bottle of wine, attend your next party in style with this wine tote. Approximately 12  x 4  x  3  with an 18  handle. 100% natural cotton. Made in Brooklyn, NY"
04158,Manhattan Map Wine Tote,No,16.00,,,,Reusable,"Perfectly fits a bottle of wine, attend your next party in style with this wine tote. Approximately 12  x 4  x  3  with an 18  handle. 100% natural cotton. Made in Brooklyn, NY"
23117,Subway Map Plate,No,9.00,,,,Gifts,"Melanie Plate that features the New York City Subway Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
23117,Subway Map Plate,No,9.00,,,,NYC Subway,"Melanie Plate that features the New York City Subway Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
23117,Subway Map Plate,No,9.00,,,,Home Accents,"Melanie Plate that features the New York City Subway Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
23119,Hagstrom Map Plate,No,9.00,,,,Home Accents,"Melanie Plate that features Hagstrom Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
23119,Hagstrom Map Plate,No,9.00,,,,Gifts,"Melanie Plate that features Hagstrom Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
23119,Hagstrom Map Plate,No,9.00,,,,NYC Subway,"Melanie Plate that features Hagstrom Map Design is perfect for any meal. Durable, lightweight & dishwasher safe. 9 inches."
22099,Adjustable Bangle,No,29.00,Gold,,,Gifts,Stylish adjustable bangle with Apple NYC Charm available in gold or silver plating.
22099,Adjustable Bangle,No,29.00,Gold,,,Jewelry,Stylish adjustable bangle with Apple NYC Charm available in gold or silver plating.
22099,Adjustable Bangle,No,29.00,Silver,,,Gifts,Stylish adjustable bangle with Apple NYC Charm available in gold or silver plating.
22099,Adjustable Bangle,No,29.00,Silver,,,Jewelry,Stylish adjustable bangle with Apple NYC Charm available in gold or silver plating.
22102,ESB Charm,No,15.00,Gold,,,Gifts,"Celebrate the New York Iconic Empire State Building with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 .  Handcrafted in the USA."
22102,ESB Charm,No,15.00,Gold,,,Jewelry,"Celebrate the New York Iconic Empire State Building with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 .  Handcrafted in the USA."
22103,Brooklyn Bridge Charm,No,15.00,Gold,,,Gifts,"Celebrate the New York City Iconic Brooklyn Bridge with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22103,Brooklyn Bridge Charm,No,15.00,Gold,,,Jewelry,"Celebrate the New York City Iconic Brooklyn Bridge with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22103,Brooklyn Bridge Charm,No,15.00,Silver,,,Gifts,"Celebrate the New York City Iconic Brooklyn Bridge with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22103,Brooklyn Bridge Charm,No,15.00,Silver,,,Jewelry,"Celebrate the New York City Iconic Brooklyn Bridge with this fine charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22106,World Trade charm,No,15.00,Gold,,,Gifts,"Celebrate the New York City iconic World Trade Center with this charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22106,World Trade charm,No,15.00,Gold,,,Jewelry,"Celebrate the New York City iconic World Trade Center with this charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Packaged in clear Lucite box. Measures 0.5   1 . Handcrafted in the USA."
22107,Flat Iron Charm,No,15.00,Silver,,,Jewelry,"Celebrate the New York City iconic Flat Iron Building with this charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Measures 0.5   1 .  handcrafted in the USA."
22107,Flat Iron Charm,No,15.00,Silver,,,Gifts,"Celebrate the New York City iconic Flat Iron Building with this charm. Hand carved in wax, cast in pewter and finished in gold or silver plating. Measures 0.5   1 .  handcrafted in the USA."
23118,Subway Tray,No,20.00,,,,Home Accents,"Melanie Tray that features the New York City Subway Map Design is perfect for any picnic meal or event. Durable, lightweight & dishwasher safe."
23118,Subway Tray,No,20.00,,,,Gifts,"Melanie Tray that features the New York City Subway Map Design is perfect for any picnic meal or event. Durable, lightweight & dishwasher safe."
23118,Subway Tray,No,20.00,,,,NYC Subway,"Melanie Tray that features the New York City Subway Map Design is perfect for any picnic meal or event. Durable, lightweight & dishwasher safe."
15140,Bronx 718 Tee,No,28.00,Charcoal,S,,Gifts,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,S,,Wear NYC,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,M,,Gifts,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,M,,Wear NYC,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,L,,Gifts,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,L,,Wear NYC,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,XL,,Gifts,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,XL,,Wear NYC,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,XXL,,Gifts,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15140,Bronx 718 Tee,No,28.00,Charcoal,XXL,,Wear NYC,Represent your borough & area code in this Bronx 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Charcoal Gray - 100% cotton
15143,Staten Island Tee,No,28.00,,M,,Gifts,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,M,,Wear NYC,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,L,,Gifts,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,L,,Wear NYC,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,XL,,Gifts,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,XL,,Wear NYC,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,XXL,,Gifts,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,XXL,,Wear NYC,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,S,,Gifts,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15143,Staten Island Tee,No,28.00,,S,,Wear NYC,Represent your borough in this Staten Island Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Heather Gray. 100% cotton.
15142,Queens Tee,No,28.00,,S,,Gifts,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,S,,Wear NYC,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,L,,Gifts,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,L,,Wear NYC,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,XL,,Gifts,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,XL,,Wear NYC,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,XXL,,Gifts,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
15142,Queens Tee,No,28.00,,XXL,,Wear NYC,Represent your borough & area code in this Queens 718 Tee shirt designed with a vintage distressed look & printed with eco-friendly inks. Royal Blue. 100% cotton.
04159,Eat NYC Tote,No,26.00,,,,Gifts,"Eat Like A New Yorker Tote Bag; This shopper tote is a sturdy natural canvas bag, printed in rich blank ink and is perfect for groceries! 17.5  Wide X 15.5  High, Gusseted For Extra Capacity & Made in the USA!"
04159,Eat NYC Tote,No,26.00,,,,Accessories,"Eat Like A New Yorker Tote Bag; This shopper tote is a sturdy natural canvas bag, printed in rich blank ink and is perfect for groceries! 17.5  Wide X 15.5  High, Gusseted For Extra Capacity & Made in the USA!"
04159,Eat NYC Tote,No,26.00,,,,Reusable,"Eat Like A New Yorker Tote Bag; This shopper tote is a sturdy natural canvas bag, printed in rich blank ink and is perfect for groceries! 17.5  Wide X 15.5  High, Gusseted For Extra Capacity & Made in the USA!"
06131,Eat NYC Mug,No,14.00,,,,Home Accents,"Enjoy your favorite beverage in this Eat NYC design mug, 11 ounces.  Packaged in Box, Dishwasher Safe & Printed in the USA."
06131,Eat NYC Mug,No,14.00,,,,Gifts,"Enjoy your favorite beverage in this Eat NYC design mug, 11 ounces.  Packaged in Box, Dishwasher Safe & Printed in the USA."
06133,NYC Tap Water Tower Glass,No,8.00,,,,Home Accents,"This stylish NYC Tap Design Glass is perfect to drink any beverage of choice. 15ounces, Dishwasher safe. Made in the USA."
06133,NYC Tap Water Tower Glass,No,8.00,,,,Gifts,"This stylish NYC Tap Design Glass is perfect to drink any beverage of choice. 15ounces, Dishwasher safe. Made in the USA."
04161,NYPD Baby Socks,No,12.00,,,,NYC Kids,Adorable set of 3 baby socks. Upper branded with NYPD and lower with tennis shoe. Made from a cotton blend with elastic & nylon. Fits 0-12 months.
04161,NYPD Baby Socks,No,12.00,,,,Gifts,Adorable set of 3 baby socks. Upper branded with NYPD and lower with tennis shoe. Made from a cotton blend with elastic & nylon. Fits 0-12 months.
04161,NYPD Baby Socks,No,12.00,,,,New York Socks,Adorable set of 3 baby socks. Upper branded with NYPD and lower with tennis shoe. Made from a cotton blend with elastic & nylon. Fits 0-12 months.
