the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.70778090352856 30.218747929088707, -97.71000457986442 30.219829526166297, -97.70902411202985 30.221349717895443, -97.708744537132 30.221434447831765, -97.7087098717389 30.22122999136425, -97.70814988353308 30.220977007234932, -97.7078412596251 30.220974641164275, -97.70786471625877 30.22123835651762, -97.7079422976767 30.2212830174488, -97.70794823768611 30.221337128628903, -97.70796610720487 30.2214417882983, -97.7079921478769 30.221545130277647, -97.70802625175303 30.221646684788762, -97.70802814453137 30.2216516192155, -97.70779266954396 30.221722921768666, -97.70731152094005 30.22052592233623, -97.7073037914906 30.220506265566627, -97.70726948048976 30.220405309960384, -97.70724323405932 30.22030251367304, -97.7072252576089 30.22019840177009, -97.7072155720376 30.220093442244004, -97.70721425139308 30.219988186686084, -97.70722128962487 30.219883075029482, -97.70723667048108 30.219778631225935, -97.70726028487269 30.219675372165074, -97.70729208837079 30.219573766210665, -97.70733184716661 30.219474331129717, -97.7073794483908 30.219377504657203, -97.70743460038742 30.219283748364468, -97.70743787446165 30.219278643115583, -97.70778090352856 30.218747929088707)))",2007141632,TRAVIS COUNTY DOCUMENT,2682007,537600.075266,3397.28188831
"MULTIPOLYGON (((-97.90071120436716 30.19388398933423, -97.9002387274988 30.19394871980479, -97.89946433384542 30.194397029998875, -97.89927224109292 30.194472860252056, -97.89919769956565 30.19450230083463, -97.89898696341159 30.19458547690456, -97.89878518032847 30.194665137551624, -97.89856309030996 30.194752827463947, -97.89833383725396 30.194843323530467, -97.89826099035982 30.194872080745636, -97.89815275757167 30.194987099966667, -97.8979684825204 30.19510438558478, -97.89778974414294 30.195218118447556, -97.89761100069609 30.195331878475983, -97.89738306154692 30.195476907627665, -97.89711708751709 30.195646184877525, -97.89673411690984 30.19591878940705, -97.89642236072619 30.196239887353972, -97.89508962514228 30.19562546873499, -97.89442671599566 30.19527305103093, -97.89418903183434 30.19516313412966, -97.89452996723072 30.195123534467143, -97.89483177330222 30.19486193182952, -97.89503048249378 30.1946897007131, -97.89515697746387 30.194580064769955, -97.89532976974208 30.194486326587146, -97.89549017125348 30.1943993103662, -97.89565426365886 30.19431030154056, -97.89575287164882 30.19425678904194, -97.89580123222906 30.194212248254686, -97.89594015347105 30.19408436652583, -97.89607016191152 30.193964648221204, -97.89620260093994 30.193842693358352, -97.89636618790507 30.19369207038862, -97.89652355099517 30.1935471833405, -97.89654572914385 30.193505114237325, -97.89665189233165 30.193304029514543, -97.89675027056579 30.1931177028613, -97.89676383491586 30.192883640623915, -97.89677332696932 30.192719411970227, -97.89678201410509 30.19256952424866, -97.89679349518264 30.192371615521704, -97.89692721321308 30.192362031582554, -97.89711574678478 30.192581705344377, -97.89750023149811 30.19268423559294, -97.89792005273286 30.19253416393385, -97.89796778350461 30.19217289294994, -97.89782547882237 30.191927807580136, -97.89802977427217 30.191789726283265, -97.89822183031505 30.191659910125466, -97.89831259250413 30.191598547578796, -97.89845624692423 30.191886836789095, -97.89859212802664 30.192159492452458, -97.89883774839289 30.192196918317823, -97.89917382066388 30.192248136923933, -97.899515625185 30.19233197141246, -97.89975273169419 30.19237938204419, -97.8999662131911 30.192422052861442, -97.90017925393249 30.1924646324362, -97.9004539496433 30.192509180779712, -97.90073439400591 30.192507743780997, -97.90099084112569 30.19244465751893, -97.90121084392602 30.192390531799685, -97.90142877840604 30.1923519052575, -97.90167798972688 30.19227052864014, -97.90193135581241 30.192147481861863, -97.90215221361044 30.19198006106514, -97.9023266210287 30.19177251380895, -97.90264101975647 30.191981862872268, -97.90245350488418 30.19220690071811, -97.90223863539758 30.192464808497128, -97.9024591832619 30.19268092917567, -97.90273244520286 30.19294865451989, -97.90291772971807 30.192949421537786, -97.90317993946054 30.19295049326906, -97.90345873716079 30.19295163175007, -97.9036415843678 30.192952378967398, -97.90386933453728 30.192907416474828, -97.90426431549044 30.192829433260126, -97.9043148439677 30.192819445929445, -97.90427214877968 30.192901940554393, -97.90458174966024 30.192987598145653, -97.90490527224534 30.1930155165782, -97.90517913671478 30.193039109665815, -97.90535873408692 30.193054616559944, -97.90566994933835 30.193130181245117, -97.90582013727857 30.19280151559866, -97.90593009574201 30.19285291201933, -97.90570600396305 30.193222392660005, -97.90545432805202 30.19363741804508, -97.9051999436156 30.193521345362914, -97.90469210086904 30.194000815255414, -97.90467191377446 30.19398640614215, -97.90463628961226 30.19396911898541, -97.90459719146939 30.193958889029716, -97.90457695479473 30.193956607497505, -97.9045565141938 30.193956219755968, -97.90451611819827 30.19396117395638, -97.90447787802644 30.193973567172463, -97.9044436106534 30.193992828822918, -97.90441492646106 30.19401802687823, -97.90439312165118 30.194047975828372, -97.90439202494377 30.194049962694994, -97.90418717158273 30.193964861904114, -97.9040274701144 30.193898549007624, -97.9039779060658 30.19399614953495, -97.9039312809456 30.19398819676665, -97.90373932474188 30.193955456925718, -97.90355175462209 30.193923461805465, -97.9034083174991 30.19389898361784, -97.90336386729206 30.193895114763773, -97.90317486114401 30.193878683951663, -97.90310349717927 30.193872489023278, -97.90298463719542 30.1938753483692, -97.90279367613842 30.193879919191165, -97.90272508843348 30.19388158742385, -97.90260501777274 30.193878455422382, -97.90257141917512 30.19387757004322, -97.90241073247498 30.19386800127926, -97.90218128751093 30.193854376524214, -97.90208350774498 30.193848559519644, -97.90166768523883 30.193807165071455, -97.90136642372866 30.193879549925217, -97.90126415304691 30.19380821885769, -97.90071120436716 30.19388398933423)))",2007118465,TRAVIS COUNTY DOCUMENT,3991,2166764.30835,9904.89645796
"MULTIPOLYGON (((-97.76406209398098 30.181047725126923, -97.76399379010194 30.18115207619131, -97.76390941119388 30.181277529501468, -97.76387694860799 30.18132212226851, -97.7637476982358 30.181255308280022, -97.76383554439688 30.181119636786892, -97.76392535724277 30.18097792824683, -97.76406209398098 30.181047725126923)))",11071/1754,TRAVIS COUNTY DOCUMENT,3121,5676.24274375,328.775482571
"MULTIPOLYGON (((-97.6394831918881 30.23209170975154, -97.63941911054897 30.232191794822267, -97.63925385504852 30.232449938279128, -97.63904103465589 30.2327837585951, -97.63736781096763 30.23196193912437, -97.63765004786553 30.231518657330206, -97.63774319898718 30.231372343960125, -97.6378067361984 30.231272576586324, -97.63788638414158 30.23131152064323, -97.6394831918881 30.23209170975154)))",2000002241,TRAVIS COUNTY DOCUMENT,3648.10,174362.679984,1788.90269435
"MULTIPOLYGON (((-97.80186430730905 30.447076960590657, -97.80172943619158 30.446123294003577, -97.80172755909565 30.44611016370254, -97.80189648381922 30.44611068967499, -97.80215539424862 30.446111478832155, -97.80252119230609 30.44611319045566, -97.80218496173222 30.447077757072755, -97.80186430730905 30.447076960590657)))",11346/726,TRAVIS COUNTY DOCUMENT,2647.06,61692.5752719,1071.81480967
"MULTIPOLYGON (((-97.6465636575164 30.23556331412943, -97.6394831918881 30.23209170975154, -97.63788638414158 30.23131152064323, -97.6378067361984 30.231272576586324, -97.63533869726342 30.230068690699852, -97.63529032896733 30.2300449810422, -97.63536152247717 30.229932971848264, -97.6360927429969 30.22878283723043, -97.6421864118792 30.231757977957894, -97.64197870274985 30.23207816175353, -97.64255414090728 30.23236870171298, -97.6427645026519 30.232039663171538, -97.64819810723006 30.234694517876957, -97.64940296568432 30.23527906709863, -97.64927733591068 30.235326440126826, -97.64916490575081 30.235375982255174, -97.64862382356388 30.235614350259855, -97.64740772412796 30.235910185031795, -97.64735009459629 30.235924212012176, -97.64727250507036 30.23594082004463, -97.64671169974027 30.235642165162087, -97.6465636575164 30.23556331412943)))",2000002631,TRAVIS COUNTY DOCUMENT,3648.12,2398161.30725,10684.8052348
"MULTIPOLYGON (((-97.78866851009326 30.215691513752617, -97.7883047594385 30.216068255456314, -97.7882690879812 30.21604953205581, -97.78823763725151 30.216041288678028, -97.78820489280497 30.216038877730547, -97.78817364430067 30.216042189635992, -97.7881806195583 30.215339982947235, -97.78839443497435 30.215409881933642, -97.78866851009326 30.215691513752617)))",2001000468,TRAVIS COUNTY DOCUMENT,3712.01,25429.18935,684.347609104
"MULTIPOLYGON (((-97.73892238480535 30.26339709411715, -97.73880491662767 30.26373025731765, -97.73869957206263 30.263700620640726, -97.73881545921988 30.263367425515586, -97.73892238480535 30.26339709411715)))",11113/556,TRAVIS COUNTY DOCUMENT,3150.16,4457.45875,323.698715082
"MULTIPOLYGON (((-97.75061145756187 30.173851608610896, -97.75030347137933 30.173768387128863, -97.75043711268694 30.17356480835656, -97.75074487790236 30.173656277733727, -97.75072185226279 30.1736888169719, -97.75061145756187 30.173851608610896)))",2009172092,TRAVIS COUNTY DOCUMENT,6000.111,8388.74453105,372.554404529
"MULTIPOLYGON (((-97.68733049907279 30.260849007437976, -97.6877735178413 30.26055556005679, -97.6879298302147 30.260452018189113, -97.68778453173476 30.26085662319768, -97.68777352176302 30.26088733754365, -97.68776158479035 30.260920590593607, -97.68741815875295 30.26095681713531, -97.68734902659803 30.260964878215248, -97.6873528646894 30.26095546869451, -97.68735644899965 30.26092526111609, -97.68735353514928 30.26089632202736, -97.6873434905899 30.260868610860495, -97.68733049907279 30.260849007437976)))",10911/353,TRAVIS COUNTY DOCUMENT,3090.02,14927.9362344,591.78562861
"MULTIPOLYGON (((-97.67885569246988 30.41756443459687, -97.67888938268064 30.417481904437224, -97.67888961785506 30.41748135922219, -97.67909664292904 30.416971344460887, -97.67939195293786 30.416655985631575, -97.67939685449497 30.416650778733484, -97.67949193060358 30.41667507818827, -97.6795099876101 30.416679687221315, -97.67960699237942 30.416709939828696, -97.67964112962105 30.416720574692246, -97.67966938478227 30.416729382666038, -97.67962546343884 30.416968886643758, -97.67947469092714 30.417121441207975, -97.67940476086395 30.417459834125875, -97.6792798767193 30.417440446443614, -97.67925128981734 30.41757853025904, -97.67922010459607 30.417573623889055, -97.67921234177727 30.417611142064953, -97.6792113904532 30.417615798065352, -97.6790135803364 30.417587229947387, -97.67885852128124 30.4175648506624, -97.67885569246988 30.41756443459687)))",2004126026,TRAVIS COUNTY DOCUMENT,3888.02,46018.2238359,985.931316665
"MULTIPOLYGON (((-97.80681822124559 30.22131017054516, -97.80681875989025 30.22131023617713, -97.80725417346437 30.2213517460205, -97.80725361289512 30.221352670064277, -97.80725122836229 30.221356583457062, -97.80724589998604 30.22136536181405, -97.80723523470866 30.221389299044386, -97.80723496566671 30.22138989880275, -97.80723496422888 30.221389953780292, -97.80723029009748 30.22141730953432, -97.8072319451748 30.22144484513219, -97.80723993090413 30.221472505596118, -97.80725431918188 30.221497542047548, -97.80726015860729 30.221504340441236, -97.80727352734831 30.221519923268335, -97.80729713027529 30.2215413735572, -97.80729827682572 30.221542413780487, -97.80663068138138 30.22160900326554, -97.80663084611963 30.22160875898903, -97.80668575660295 30.221526535837263, -97.8066941287434 30.22151399463959, -97.8067106025342 30.22148956697743, -97.80671654156124 30.221481735788988, -97.80672700441069 30.22146788819021, -97.80674268883256 30.22144344495168, -97.80675757993731 30.22141898606099, -97.80676146834027 30.221411912002104, -97.80677254293911 30.221391778291608, -97.80678743205 30.221367319358553, -97.80679904348362 30.221347168733573, -97.80680153252047 30.22134281736318, -97.80681484021565 30.221318354732894, -97.8068158545247 30.221315899476597, -97.80681822124559 30.22131017054516)))",2010113749,TRAVIS COUNTY DOCUMENT,4643.01,14619.0595469,551.953392835
"MULTIPOLYGON (((-97.8082523423658 30.22187476138304, -97.8082521128534 30.221873849260696, -97.80824655350054 30.221852699896868, -97.80813787695247 30.221437957944353, -97.80815298411149 30.221435505516624, -97.80818405964457 30.221427867341404, -97.80821521099296 30.221417480358824, -97.80824484757869 30.22140431320874, -97.8082736948038 30.221391130489003, -97.80828666445215 30.22138200769246, -97.80830031246953 30.22137237571323, -97.80831862928319 30.22136102058632, -97.80832606549679 30.22135640918582, -97.80833326641415 30.221349895442643, -97.8083349857138 30.221348334168553, -97.80833507851767 30.221348418507066, -97.80868983093437 30.221660254773116, -97.80869023308706 30.221660620238886, -97.80861294521699 30.221750736482562, -97.80853017381321 30.221847235277018, -97.80849341207994 30.2218905152711, -97.80835657928914 30.221881574488282, -97.8082523423658 30.22187476138304)))",2010170886,TRAVIS COUNTY DOCUMENT,4643.03,20882.262175,574.411721939
"MULTIPOLYGON (((-97.80787995543064 30.22070404410858, -97.80805423133489 30.220714961367563, -97.8080720338364 30.22071608247511, -97.80807658180885 30.2207165571917, -97.80810361498317 30.22071945547242, -97.80813598547923 30.220722844025595, -97.8081439303861 30.22072300067641, -97.8081526052907 30.220723171720103, -97.80815248463794 30.220724076938456, -97.80811203731568 30.221002901890138, -97.80788406308298 30.221001156946304, -97.80785708607044 30.221003375276506, -97.80787995543064 30.22070404410858)))",2010125475,TRAVIS COUNTY DOCUMENT,4643.16,8793.15862813,378.631315371
"MULTIPOLYGON (((-97.83256686262202 30.457196892536484, -97.83297523304762 30.456556653062968, -97.83789177673633 30.453358918959275, -97.8381144344173 30.45349966724758, -97.837336287152 30.454622126768403, -97.83616338061844 30.456448048170543, -97.83436738516708 30.45602305284895, -97.83382024742501 30.457377325932413, -97.83381018979789 30.457375864977507, -97.83377864892371 30.457371592989684, -97.83374703603313 30.457367649629177, -97.8337153828568 30.45736403551389, -97.83368365695036 30.45736077751503, -97.8336518914706 30.457357821272083, -97.83361644806081 30.45735468339747, -97.83256686262202 30.457196892536484)))",2008070995,TRAVIS COUNTY DOCUMENT,4037.03,654012.452729,5034.91796817
