Reporting Area,MMWR Year,MMWR Week,"Pertussis§, Current week","Pertussis§, Current week, flag","Pertussis§, Previous 52 weeks Max†","Pertussis§, Previous 52 weeks Max†, flag","Pertussis§, Cum 2020†","Pertussis§, Cum 2020†, flag","Pertussis§, Cum 2019†","Pertussis§, Cum 2019†, flag","Plague, Current week","Plague, Current week, flag","Plague, Previous 52 weeks Max†","Plague, Previous 52 weeks Max†, flag","Plague, Cum 2020†","Plague, Cum 2020†, flag","Plague, Cum 2019†","Plague, Cum 2019†, flag","Poliomyelitis, paralytic, Current week","Poliomyelitis, paralytic, Current week, flag","Poliomyelitis, paralytic, Previous 52 weeks Max†","Poliomyelitis, paralytic, Previous 52 weeks Max†, flag","Poliomyelitis, paralytic, Cum 2020†","Poliomyelitis, paralytic, Cum 2020†, flag","Poliomyelitis, paralytic, Cum 2019†","Poliomyelitis, paralytic, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,21,,38,,73,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,9,,30,,30,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,15,,18,,40,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,3,,7,,18,,12,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,3,,5,,9,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,8,,2,,41,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,7,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,19,,31,,54,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,26,,81,,320,,238,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,64,,152,,407,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,5,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,10,,22,,105,,54,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,95,,17,,60,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,46,,79,,239,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,14,,15,,49,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,30,,134,,322,,354,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,11,,21,,43,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200963,
TOTAL,2020,12,89,,466,,2871,,3229,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201270,
TOTAL,2020,10,98,,466,,2389,,2700,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201070,
US RESIDENTS,2020,10,98,,466,,2389,,2700,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,5,,3,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,10,,30,,91,,97,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,2,,86,,426,,587,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,10,,120,,144,,94,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,11,,22,,22,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,3,,28,,105,,123,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,7,,9,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,6,,7,,17,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,45,,164,,103,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,17,,6,,41,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,6,,115,,111,,60,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,4,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,4,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,31,,146,,88,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,1,,25,,52,,189,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,8,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,2,,20,,98,,41,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,3,,10,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,1,,14,,27,,45,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,4,,,-,26,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,20,,45,,63,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,11,,,-,50,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,9,,23,,42,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,12,,125,,568,,521,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,2,,14,,40,,38,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,5,,1,,10,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,1,,6,,13,,20,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,11,,11,,51,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,12,,51,,286,,199,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,15,,9,,68,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,2,,5,,12,,19,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,4,,7,,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,19,,71,,286,,278,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,10,,50,,244,,69,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,12,,21,,74,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,11,,21,,103,,91,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,14,,33,,29,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,1,,17,,21,,103,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,5,,37,,42,,29,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,14,,23,,160,,88,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,42,,49,,90,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,3,,17,,19,,18,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,21,,46,,78,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,15,,37,,44,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,15,,19,,42,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,2,,7,,21,,15,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,3,,5,,11,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,8,,2,,42,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,7,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,3,,19,,45,,56,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,20,,81,,354,,258,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,64,,175,,449,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,5,,5,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,13,,22,,118,,65,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,95,,17,,64,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,3,,46,,93,,256,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,14,,15,,56,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,28,,134,,361,,394,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,11,,23,,51,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201063,
TOTAL,2020,11,97,,466,,2640,,2959,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201170,
US RESIDENTS,2020,11,97,,466,,2640,,2959,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,-,5,,3,,18,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,10,,30,,101,,109,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,1,,86,,482,,651,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,14,,121,,166,,113,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,3,,11,,30,,27,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,28,,122,,132,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,7,,10,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,6,,7,,20,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,46,,194,,114,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,17,,7,,45,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,14,,116,,132,,74,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,-,4,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,-,4,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,1,,31,,157,,95,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,1,,25,,56,,205,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,8,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,20,,113,,43,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,14,,41,,50,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,4,,,-,27,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,20,,45,,68,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,11,,,-,57,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,1,,9,,24,,48,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,12,,125,,614,,565,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,14,,43,,39,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,5,,3,,10,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,6,,13,,22,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,10,,11,,55,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,12,,51,,298,,207,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,15,,9,,74,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,5,,13,,23,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,4,,7,,5,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,16,,71,,316,,308,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,12,,50,,261,,76,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,12,,22,,78,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,11,,21,,114,,94,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,-,14,,33,,31,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,1,,17,,24,,114,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,6,,37,,51,,32,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,16,,24,,185,,94,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,42,,52,,100,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,17,,18,,21,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,21,,47,,84,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,2,,19,,49,,54,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,15,,21,,42,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,7,,21,,16,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,3,,5,,12,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,8,,2,,45,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,7,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,19,,45,,62,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,22,,82,,383,,284,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,64,,205,,503,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,5,,5,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,8,,22,,126,,71,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,95,,17,,65,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,3,,46,,103,,281,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,14,,15,,58,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,28,,134,,398,,420,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,11,,23,,60,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201163,
US RESIDENTS,2020,12,89,,466,,2871,,3229,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,5,,3,,20,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,7,,30,,107,,120,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,87,,516,,711,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,1,,121,,175,,135,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,6,,11,,37,,28,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,6,,28,,135,,139,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,7,,11,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,6,,7,,21,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,46,,210,,122,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,17,,12,,48,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,1,,116,,138,,91,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,4,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,4,,5,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,32,,167,,105,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
