Supplier,Item Code,Item Description,Type,Tag,Order Number,Order Status,PO Status,Ordered Qty,Fulfilled Qty,Ordered Date,Received Date,Fulfillment Date,Days to Fill
TRADEWINDS SPECIALTY IMPORTS LLC,42020,BROOKLYN CIDER HOUSE OFF-DRY ROSE HARD CIDER - 12OZ 6/4 CANS,BEER,SB,177#####,CLOSED,OPEN,3,3,04/21/2020,04/27/2020,04/28/2020,7
NEXTERRA WINE COMPANY,64078,COOPER'S HAWK SPARKLING PROSECCO 750ML,WINE,LS,177#####,CLOSED,OPEN,5,5,04/21/2020,04/23/2020,04/29/2020,8
PRESTIGE BEVERAGE GROUP OF MD LLC,316932,RAYMOND PRIMAL CUT CAB        322385 - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/01/2020,04/03/2020,04/08/2020,7
LEGENDS LTD,67750,WEYERBACHER MERRY MONKS 4/6NR - 12OZ,BEER,SB,178#####,BOOKED,OPEN,1,1,04/24/2020,04/28/2020,05/01/2020,7
CONSTANTINE WINES INC,33545,FREY NATURAL WH - 750ML,WINE,S,178#####,BOOKED,,1,,04/30/2020,,,
SOUTHERN GLAZERS WINE AND SPIRITS,238228,PRANZA P/GRIG - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/14/2020,04/16/2020,04/17/2020,3
PIPE CREEK WINES LLC,342697,LE VAL ROSE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/03/2020,04/08/2020,6
KYSELA PERE ET FILS LTD,325826,SHERWOOD EST VINTERRA S/BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,3,3,04/21/2020,04/28/2020,04/29/2020,8
CONSTANTINE WINES INC,332623,LEITZ DRAGONSTONE RIES - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/22/2020,04/27/2020,04/30/2020,8
DIONYSOS IMPORTS INC,321452,PETIT BALTHAZAR PAYS CINSAULT RSE - 750ML,WINE,SC,177#####,CLOSED,OPEN,3,3,04/16/2020,04/20/2020,04/16/2020,0
SOUTHERN GLAZERS WINE AND SPIRITS,303385,VOGA MOSCATO - 750ML,WINE,SC,177#####,CLOSED,OPEN,1,1,04/15/2020,04/21/2020,04/24/2020,9
FIVE GRAPES LLC,330360,TRE FRATELLI - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/22/2020,04/27/2020,04/29/2020,7
NEXTERRA WINE COMPANY,64006,COOPER'S HAWK GEWURZTRAMINER 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/29/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",355746,ROBERT BIALE BLACK CHICKEN - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/09/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",186384,ZENATO P/GRIG - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/16/2020,04/20/2020,04/23/2020,7
BUCK DISTRIBUTING COMPANY INC,69593,STONE SOARING DRAGON IPA 4/6 CANS,BEER,SB,178#####,BOOKED,OPEN,3,,04/27/2020,04/29/2020,,
LANTERNA DISTRIBUTORS INC,348135,EMERA QUALE SALENTO ROSSO 750 ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/20/2020,04/21/2020,04/23/2020,3
IMPERO WINE DISTRIBUTORS,62734,IMPERO PREMIUM CABERNET 750ML,WINE,LS,178#####,BOOKED,,2,,04/30/2020,,,
LEGENDS LTD,26870,BALTIMORE BEER WORKS VARIETY 2/12NR - 12OZ,BEER,SB,178#####,BOOKED,,2,,04/30/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",304127,ANGELINE RES MER - 750ML,WINE,S,178#####,BOOKED,,1,,04/29/2020,,,
JOS VICTORI WINES,338701,RIO ALTO CAB - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/02/2020,04/15/2020,04/22/2020,20
KYSELA PERE ET FILS LTD,100641,CORTENOVA VENETO P/GRIG - 750ML,WINE,SC,177#####,CLOSED,OPEN,1,1,04/13/2020,04/14/2020,04/16/2020,3
ARTISANS & VINES LLC,339600,FOUR SISTERS S/BLC - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
LEGENDS LTD,69469,BITBURGER TRIPLE HOP'D LAGER 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/14/2020,04/17/2020,8
REPUBLIC NATIONAL DISTRIBUTING CO,355510,ROSCATO ROSSO DOLCE SWEET RED - 250ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/15/2020,04/17/2020,04/24/2020,9
RELIABLE CHURCHILL LLLP,94994,CLAUSTHALER DRY HOPPED 4/6 NR - 12OZ,NON-ALCOHOL,SB,177#####,CLOSED,CLOSED,1,1,04/05/2020,04/14/2020,04/17/2020,12
QUINTESSENTIAL LLC,80570,SIMONSIG PINOTAGE - 750ML,WINE,SC,177#####,BOOKED,OPEN,2,,04/08/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,339892,NATURA ROSE - 750ML,WINE,S,177#####,CLOSED,OPEN,4,4,04/05/2020,04/07/2020,04/08/2020,3
PRESTIGE BEVERAGE GROUP OF MD LLC,328030,ZOLO MENDOZA S/BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/09/2020,04/10/2020,04/15/2020,6
PUNTO VINO LLC,341983,ALCESTI SYR - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/27/2020,04/28/2020,04/30/2020,3
BUCK DISTRIBUTING COMPANY INC,25921,HOFBRAU HEFE WEISS 4/6NR - 11.2OZ,BEER,SB,178#####,BOOKED,OPEN,1,1,04/27/2020,04/29/2020,04/30/2020,3
BACKUP BEVERAGE,50330,JACKS HELENS BLEND 4/6 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/13/2020,04/16/2020,04/22/2020,9
BUCK DISTRIBUTING COMPANY INC,63476,BELLS OBERON 2/12 CANS,BEER,SB,177#####,CLOSED,CLOSED,3,3,04/15/2020,04/22/2020,04/23/2020,8
LANTERNA DISTRIBUTORS INC,408506,99 VINES CAB - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/13/2020,04/14/2020,04/15/2020,2
OPICI FAMILY DISTRIBUTING OF MD,84810,PEPPERWOOD GROVE CHARD - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/14/2020,04/15/2020,04/22/2020,8
NEXTERRA WINE COMPANY,64078,COOPER'S HAWK SPARKLING PROSECCO 750ML,WINE,LS,177#####,CLOSED,OPEN,3,3,04/07/2020,04/10/2020,04/13/2020,6
LEGENDS LTD,64765,AUSTIN SUPER DRY BRUT 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/19/2020,04/28/2020,04/30/2020,11
LEGENDS LTD,29021,FIRESTONE EASY JACK SESSIONS IPA 4/6 12.OZ CAN,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/04/2020,04/14/2020,04/21/2020,17
DIAGEO NORTH AMERICA INC,63129,SMIRNOFF ICE SMASH SCREWDRIVER 23.5OZ CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/20/2020,04/28/2020,04/30/2020,10
PWSWN INC,355210,VIEJO FEO PINOT NOIR - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
BACKUP BEVERAGE,68688,D9 HAKUNA MATATA IPA 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/03/2020,04/09/2020,04/13/2020,10
IMPERO WINE DISTRIBUTORS,62777,IMPERO PREMIUM MONTE PULCIANO 750ML,WINE,LS,177#####,CLOSED,OPEN,4,4,04/06/2020,04/07/2020,04/08/2020,2
SOUTHERN GLAZERS WINE AND SPIRITS,321948,COASTAL RIDGE P/GRIG - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/06/2020,04/09/2020,04/16/2020,10
MONSIEUR TOUTON SELECTION,235004,FAMIGLIA CASTELLANI CHN CLASS RIS COLLECT COLLESANO - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/07/2020,04/14/2020,11
BACCHUS IMPORTERS LTD,331437,FLACO CAB - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/13/2020,04/16/2020,6
LEGENDS LTD,69549,LAGUNITAS LIL SUMPIN HAZY 2/12 CANS,BEER,SB,177#####,CLOSED,CLOSED,3,3,04/02/2020,04/07/2020,04/10/2020,8
LCF WINE COMPANY LLC,345624,LANGE TWINS SANG ROSE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/18/2020,,,
GRAPES OF SPAIN INC,341022,VINA OTANO VIURA 14 - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/10/2020,04/15/2020,6
GRAPES OF SPAIN INC,232794,PENALBA HERRAIZ SL CARRAVID RIBERA DEL DUERO - 750ML,WINE,LS,177#####,BOOKED,CLOSED,1,1,04/08/2020,04/10/2020,04/15/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,325367,DOLIN RED VERMOUTH - 375ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/03/2020,04/08/2020,6
LEGENDS LTD,24603,ST BERNARDUS TRIPEL 6/4 NR - 11.2OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/05/2020,04/14/2020,04/16/2020,11
IMPERO WINE DISTRIBUTORS VIRGINIA INC,64038,IMPERO ROSE 750ML,WINE,LS,177#####,CLOSED,CLOSED,3,3,04/20/2020,04/21/2020,04/22/2020,2
LANTERNA DISTRIBUTORS INC,335687,RODANO CHN CLASS - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/20/2020,04/21/2020,04/23/2020,3
LANTERNA DISTRIBUTORS INC,338975,SILVER CREEK CHARD - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
LEGENDS LTD,12577,ACE CIDER PINEAPPLE - 12OZ,BEER,SB,177#####,BOOKED,OPEN,1,,04/19/2020,04/28/2020,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",354148,J CHRISTOPHER CHARD CUVEE LUNATIQUE- 750ML,WINE,LS,178#####,BOOKED,,2,,04/30/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,166559,SAPPORO 2/12 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/10/2020,04/16/2020,9
INTERBALT PRODUCTS CORP,349091,KGM TSINANDALI - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/22/2020,04/29/2020,04/30/2020,8
BACCHUS IMPORTERS LTD,304244,REVOLUTION MAL - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/17/2020,04/27/2020,04/30/2020,13
GRAPES OF SPAIN INC,236860,PAGO DE LA JARABA S/BLC - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
LEGENDS LTD,24178,CRISPIN CIDER THE SAINT NR - 22OZ,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
BROWN-FORMAN BEVERAGES WORLDWIDE,39608,JACK DANIELS LYNCH LEMONADE 4/6NR - 10OZ,BEER,SB,177#####,BOOKED,,1,,04/08/2020,,,
YOUNG WON TRADING INC,414514,50 SE JU - 330ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/03/2020,04/14/2020,04/16/2020,13
LEGENDS LTD,12184,LAGUNITAS HOP STOOPID - 12.OZ 4/6 NR,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
DUGGANS DISTILLERS PROD,353940,LE JARDIN SAUVIGNON BLANC - 750ML,WINE,LS,178#####,BOOKED,,1,,04/25/2020,,,
LEGENDS LTD,63744,LAGUNITAS HOP REFRESHER NA 6/4 NR,NON-ALCOHOL,SB,178#####,BOOKED,,1,,04/30/2020,,,
TRI-VIN IMPORTS,336827,ST MICHAEL GMBH RIESLING - 750ML,WINE,S,178#####,BOOKED,,1,,04/26/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",371980,NAUTILUS S/BLC - 750ML,WINE,S,178#####,BOOKED,,1,,04/27/2020,,,
LEGENDS LTD,22182,SOUTHERN TIER PACK O PALE 2/12 NR - 12OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/23/2020,7
DOPS INC,10421,DRY CREEK CHARD - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/21/2020,04/27/2020,05/01/2020,10
DOPS INC,22441,BEAR REPUBLIC RACER 5 IPA 4/6 NR - 12OZ,BEER,SB,177#####,BOOKED,OPEN,3,3,04/22/2020,04/27/2020,04/28/2020,6
BACCHUS IMPORTERS LTD,235364,AVALON CA P/NOIR - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/16/2020,04/20/2020,04/22/2020,6
ELITE WINES IMPORTS,330744,LAURENT MARTRAY BROUILLY - 750ML,WINE,LS,178#####,BOOKED,,1,,05/01/2020,,,
LEGENDS LTD,8281,BITBURGER 4/6 CANS - 16.9OZ,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
MONSIEUR TOUTON SELECTION,236490,PADDLE REEF S/BLC - 750ML,WINE,LS,177#####,CLOSED,CLOSED,3,3,04/05/2020,04/07/2020,04/08/2020,3
SAN ANTONIO WINERY INC,349460,STELLA ROSA ROSE - 750ML,WINE,SC,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/22/2020,04/30/2020,23
LEGENDS LTD,3697,OMMEGANG HENNEPIN FARMHOUSE ALE 750ML,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
LUNEAU USA INC,69562,CHATEAU LA CHEZE COTES DE BORDUEAUX 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/15/2020,04/30/2020,,
DELMAR BREWING COMPANY LLC,29892,EVOLUTION LOT #3 IPA  2/12NR - 12OZ,BEER,SB,177#####,BOOKED,OPEN,2,,04/20/2020,04/28/2020,,
BACKUP BEVERAGE,69391,GREAT LAKES HAZY IPA 4/6 NR,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/23/2020,04/24/2020,8
LEGENDS LTD,69522,LAGUNITAS HAZY WONDER 4/6 CANS,BEER,SB,178#####,BOOKED,,1,,04/26/2020,,,
BUCK DISTRIBUTING COMPANY INC,96660,SAN MIGUEL PALE PILSEN LAGER 4/6 NR,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/15/2020,04/21/2020,13
LEGENDS LTD,99684,DANSK VIKING BLOOD MEAD - 750ML,WINE,SC,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/14/2020,04/16/2020,8
BASQUE BAR LLC,68395,ANXO NEVERTHELESS 6/4 CANS,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
BBL INC,29233,DELIRIUM TREMENS 6/4 500ML CANS,BEER,SB,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
LEGENDS LTD,68807,CIGAR CITY JAI ALAI 2/12 CANS,BEER,SB,178#####,BOOKED,,3,,04/30/2020,,,
INTERBALT PRODUCTS CORP,345205,KINDZMARAULI ARGO CERAMIC - 750ML,WINE,S,178#####,BOOKED,,1,,04/28/2020,,,
KYSELA PERE ET FILS LTD,330004,RIEBEEK CELLARS VIOG - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/18/2020,04/21/2020,04/22/2020,4
SOUTHERN GLAZERS WINE AND SPIRITS,331390,GERARD BERTRAND CREMANT LIMOUX ROSE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/20/2020,04/23/2020,04/24/2020,4
LUNEAU USA INC,69564,CHATEAU BENAGE FONTAINE BORDEAUX SUPERIOR 750ML,WINE,LS,177#####,BOOKED,,1,1,04/09/2020,,05/01/2020,22
ELITE WINES IMPORTS,418293,ZENTAS MAL - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/13/2020,04/16/2020,8
KYSELA PERE ET FILS LTD,341809,BLACK OAK WH/ZIN - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/20/2020,04/21/2020,04/23/2020,3
ROYAL WINE CORP,355440,HERZOG ALBARINO - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/22/2020,,,
BANVILLE & JONES WINE MERCHANTS,42001,MENABREA LAGER AMBER - 1/6K,KEGS,SB,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/20/2020,04/28/2020,13
CONSTANTINE WINES INC,336085,CASAL GARCIA VINHO VERDE - 1L,WINE,SC,178#####,CLOSED,OPEN,12,12,04/23/2020,04/27/2020,04/30/2020,7
DOPS INC,94790,JEVER PILSNER 4/6NR - 11.2OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/06/2020,04/09/2020,7
REPUBLIC NATIONAL DISTRIBUTING CO,109053,GOLDWATER DOG POINT S/BLC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/15/2020,04/17/2020,04/22/2020,7
CONSTANTINE WINES INC,355890,CASAL GARCIA ROSE- 1LTR,WINE,LS,178#####,CLOSED,OPEN,8,8,04/23/2020,04/27/2020,04/30/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,308781,CLOUDLINE P/NOIR - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/06/2020,04/10/2020,04/15/2020,9
FRANCIS COPPOLA WINERY LLC,84756,COPPOLA VOTRE SANTE CHARD - 750ML,WINE,SC,177#####,BOOKED,OPEN,1,,04/21/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",330551,COUROUIS VDP VAUCLUSE RGE - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/23/2020,04/27/2020,04/29/2020,6
LEGENDS LTD,12353,GRAFT FARM FLOR - 6/4 12.OZ CAN,BEER,SB,177#####,CLOSED,OPEN,2,2,04/13/2020,04/21/2020,04/23/2020,10
CONSTANTINE WINES INC,349706,PORTLANDIA PINOT NOIR - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/20/2020,04/23/2020,13
FLYING DOG BREWERY LLLP,69558,FLYING DOG NUMERO UNO 4/6 16OZ CANS,BEER,SB,178#####,BOOKED,OPEN,1,1,04/28/2020,04/28/2020,05/01/2020,3
PUNTO VINO LLC,345636,ROCCHE COSTAMAGNA ARNIS - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/05/2020,04/07/2020,04/09/2020,4
"THE COUNTRY VINTNER, LLC DBA WINEBOW",430048,PAUL HOBBS LA FLOR CAB - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/09/2020,7
LANTERNA DISTRIBUTORS INC,318461,BLISS CAB - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/07/2020,04/08/2020,6
LEGENDS LTD,62985,OSKAR BLUES CAN-O-BLISS 4/6 CANS,BEER,SB,178#####,BOOKED,,2,,04/27/2020,,,
GRAPES OF SPAIN INC,238814,BODEGAS DIEZ-MERITO VICTORIA MANZANILLA - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/29/2020,04/30/2020,,
INTERBALT PRODUCTS CORP,355274,HEMPTATION LAGER - 330ML,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/07/2020,04/10/2020,4
LEGENDS LTD,63601,SIXPOINT JAMMER SESSION VARIETY 1/15PK CAN,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/14/2020,04/15/2020,6
FREE RUN WINE MERCHANTS LLC,352452,COLUTTA PINOT GRIGIO DOC - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
LEGENDS LTD,63004,LAGUNITAS DAYTIME 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/08/2020,04/14/2020,04/17/2020,9
LEGENDS LTD,63468,SOUTHERN TIER NU JUICE 4/6 CANS,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/07/2020,04/14/2020,04/16/2020,9
ALLAGASH BREWING COMPANY,10271,ALLAGASH SAISON 6/4 NR 12.0Z,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
FERRARI CARANO WINERY,23680,FERRARI CARANO RES NAPA CHARD - 750ML,WINE,S,177#####,CLOSED,CLOSED,2,2,04/01/2020,04/23/2020,04/28/2020,27
"THE COUNTRY VINTNER, LLC DBA WINEBOW",435023,HEINZ EIFEL RIES AUS - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
MONSIEUR TOUTON SELECTION,239496,CH LESTAGE LISTRAC-MEDOC CRU BOURG RED - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/05/2020,04/07/2020,04/08/2020,3
"THE COUNTRY VINTNER, LLC DBA WINEBOW",302626,YALUMBA Y SERIES SHZ - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/09/2020,04/13/2020,04/16/2020,7
LEGENDS LTD,63612,NARRAGANSETT DEL'S WATERMELN SHNDY 4/6 16Z CAN,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/21/2020,12
BACKUP BEVERAGE,69533,FUNK BIKES! 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/09/2020,04/16/2020,9
LEGENDS LTD,50418,CAPTAIN LAWRENCE HOP COMMANDER 4/6 CANS,BEER,SB,178#####,BOOKED,OPEN,1,1,04/23/2020,04/28/2020,04/30/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",351150,ST COSME DEUX ALBION IGP D'ORANGE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/09/2020,04/13/2020,04/16/2020,7
VIGNOBLES LVDH USA INC,235634,LES HAUTS PLATEAUX ALPES DE HAUTE PROV ROSE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/22/2020,,,
KYSELA PERE ET FILS LTD,302794,JIP JIP ROCKS SHZ/CAB - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/08/2020,04/14/2020,04/15/2020,7
NEW BELGIUM BREWING INC,20089,NB FAT TIRE BELGIAN WHITE 4/6 NR,BEER,SB,177#####,BOOKED,OPEN,2,,04/20/2020,,,
BACKUP BEVERAGE,63730,POTTERS STRAWBERRY GINGER 6/4 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/30/2020,9
ROYAL WINE CORP,301992,COVENANT NAPA CAB - 750ML,WINE,SW,177#####,BOOKED,OPEN,1,,04/13/2020,,,
CONSTANTINE WINES INC,347371,BOUTINOT LES CEPAGES OUBLIES CARIGNAN GREN 14 - 750ML,WINE,LS,177#####,CLOSED,CLOSED,5,5,04/07/2020,04/13/2020,04/15/2020,8
TRADEWINDS SPECIALTY IMPORTS LLC,42020,BROOKLYN CIDER HOUSE OFF-DRY ROSE HARD CIDER - 12OZ 6/4 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/01/2020,04/06/2020,04/08/2020,7
DIONYSOS IMPORTS INC,377546,PASION 4 MAL - 750ML,WINE,LS,177#####,BOOKED,CLOSED,1,1,04/01/2020,04/06/2020,04/08/2020,7
OSLO ENTERPRISE,334167,CH VIGNOL BORD ROSE 14 - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/15/2020,04/20/2020,04/22/2020,7
LEGENDS LTD,60159,LEFT HAND IPA 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/22/2020,04/28/2020,04/30/2020,8
E M D SALES INC,362484,SANTIAGO QUEIROLO MAGDALENA - 750ML,WINE,LS,177#####,CLOSED,OPEN,4,4,04/08/2020,04/15/2020,04/22/2020,14
LEGENDS LTD,69634,NARRAGANSETT DEL'S SHANDY VARIETY 2/12 CANS,BEER,SB,178#####,BOOKED,,2,,04/30/2020,,,
BUCK DISTRIBUTING COMPANY INC,69593,STONE SOARING DRAGON IPA 4/6 CANS,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/19/2020,04/22/2020,04/28/2020,9
GRAPES OF SPAIN INC,234654,FATUM WHITE - 750ML,WINE,S,177#####,CLOSED,CLOSED,4,4,04/13/2020,04/17/2020,04/23/2020,10
"THE COUNTRY VINTNER, LLC DBA WINEBOW",40852,RIDGE 3 VALLEY SONOMA ZIN - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/08/2020,6
CONSTANTINE WINES INC,303051,PACIFIC REDWOOD P/NOIR - 750ML,WINE,S,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/13/2020,04/17/2020,8
DIONYSOS IMPORTS INC,332441,AVES DEL SUR CAB - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/01/2020,04/06/2020,04/08/2020,7
LEGENDS LTD,63255,FLYING FISH HOP FISH 4/6 CAN,BEER,SB,177#####,BOOKED,OPEN,1,1,04/14/2020,04/21/2020,04/23/2020,9
BACKUP BEVERAGE,50190,JACKS CIDER DRY HOPPED 4/6 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/09/2020,04/10/2020,7
MONSIEUR TOUTON SELECTION,234304,FAMIGLIA CASTELLANI SANG TOSC COLLESANO - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/15/2020,04/21/2020,04/23/2020,8
ELITE WINES IMPORTS,238952,LOUIS DE CAMPONAC P/NOIR - 750ML,WINE,LS,178#####,BOOKED,,1,,04/28/2020,,,
CONSTANTINE WINES INC,353628,PAMPONETE GRAPEFRUIT ROSE - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/06/2020,04/13/2020,04/15/2020,9
LEGENDS LTD,63165,WILD BASIN VARIETY PACK 2/12 CANS,BEER,SB,178#####,BOOKED,,2,,04/30/2020,,,
BACCHUS IMPORTERS LTD,333381,BURIED CANE CAB - 750ML,WINE,S,178#####,CLOSED,CLOSED,1,1,04/24/2020,04/27/2020,04/30/2020,6
INTERBALT PRODUCTS CORP,353576,SHUMI KINDZMARAULI - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/07/2020,04/09/2020,3
BACCHUS IMPORTERS LTD,234876,CLINE FAM CELLARS FARMHOUSE RED,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/13/2020,04/15/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",307368,TIAMO PROSECCO ORGANIC - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
VICTORY BREWING COMPANY LLC,68827,VICTORY CLOUD WALKER HAZY IPA 6/4 16OZ CANS,BEER,SB,177#####,BOOKED,,1,,04/08/2020,,,
LEGENDS LTD,50871,LAGUNITAS SUMPIN EASY 2/12 CANS,BEER,SB,178#####,CLOSED,OPEN,3,3,04/23/2020,04/28/2020,04/29/2020,6
"THE COUNTRY VINTNER, LLC DBA WINEBOW",45218,MARS & VENUS MER - 750ML,WINE,S,177#####,BOOKED,OPEN,1,1,04/19/2020,04/27/2020,04/28/2020,9
"THE COUNTRY VINTNER, LLC DBA WINEBOW",309488,BORSAO BEROLA RED - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/09/2020,04/13/2020,04/15/2020,6
DELMAR BREWING COMPANY LLC,11873,EVOLUTION DELMARVA PURE PILS - 12.OZ 4/6NR,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
CONSTANTINE WINES INC,349643,BROADSIDE WILD FERMENT CHARDONNAY - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/08/2020,04/13/2020,04/17/2020,9
