Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
62136,M108T-ZN01,Fences,Pipe-Rail,Structural Features,
5071,B244,Paved Surfaces,Concrete,Structural Features,
9393,M010-ZN07,Lawns,Natural Areas,Landscape Features,
10060,M011,Play Equipment,GameTime,Structural Features,
50163,B018-ZN04,Lawns,Natural Areas,Landscape Features,
58256,R065-ZN06,Lawns,Grass Strips,Landscape Features,
24429,QZ366,Sidewalks,Concrete Flags,Structural Features,
28040,X002-ZN02,Benches,Wood Benches,Structural Features,
34777,Q267,Lawns,Lawn,Landscape Features,
2644,B109,Horticultural Areas,Bushes,Landscape Features,
51363,X002-ZN06,Fences,Wire,Structural Features,
2244,B082-02,Paved Surfaces,Asphalt,Structural Features,
51174,B322,Horticultural Areas,Bushes,Landscape Features,
34215,MZ122,Paved Surfaces,Belgian Blocks,Structural Features,
56832,B166B,Paved Surfaces,Color Seal,Structural Features,
58888,XZ14,Horticultural Areas,Wild Flowers,Landscape Features,
61729,R060,Horticultural Areas,Ornamental Grass,Landscape Features,
57548,B125-ZN02,Benches,Bleachers,Structural Features,
8559,BZ390,Paved Surfaces,Belgian Blocks,Structural Features,
26891,R125,Paved Surfaces,Plaque,Structural Features,
54737,X039-G02,Buildings,Restroom,Structural Features,
28846,X032,Paved Surfaces,Belgian Blocks,Structural Features,
12853,M098-ZN01,Paved Surfaces,Belgian Blocks,Structural Features,
48880,RZ013C,Sidewalks,Concrete Curbs,Structural Features,
7539,BT10,Paved Surfaces,Monument,Structural Features,
30329,X104,Fences,Wrought-Iron,Structural Features,
25653,R022-04,Paved Surfaces,Concrete,Structural Features,
60043,Q010A-ZN01,Paved Surfaces,Cribbing,Structural Features,
61635,B243,Horticultural Areas,Flower Beds,Landscape Features,
2256,B082-02,Paved Surfaces,Belgian Blocks,Structural Features,
54796,X092-G01,Buildings,Pro shop,Structural Features,
47350,X287,Paved Surfaces,Color Seal,Structural Features,
32979,XZ14,Paved Surfaces,Belgian Blocks,Structural Features,
20264,Q164-ZN11,Paved Surfaces,Concrete,Structural Features,
7289,B386,Fences,Wrought-Iron,Structural Features,
49663,X001A-01,Sidewalks,Concrete Flags,Structural Features,
47162,M353-01,Safety Surface,Mitchell New Sectional,Structural Features,
27772,RZ89,Horticultural Areas,Potted Plants,Landscape Features,
60152,B125-ZN01,Paved Surfaces,Cribbing,Structural Features,
30699,X122,Benches,Wood Benches,Structural Features,
31477,X163,Play Equipment,Traditional Slides,Structural Features,
54889,X092-G02,Paved Surfaces,Hex Blocks,Structural Features,
24736,QZ48,Horticultural Areas,Bushes,Landscape Features,
36041,XZ147,Sidewalks,Concrete Curbs,Structural Features,
33491,XZ333,Sidewalks,Concrete Flags,Structural Features,
10072,M012,Benches,Metal Benches,Structural Features,
37709,Q476,Trees,>10,Landscape Features,
15809,MZ218,Horticultural Areas,Bushes,Landscape Features,
28688,X020,Lawns,Dog Run,Landscape Features,
11867,M071-ZN06,Trees,>10,Landscape Features,
16956,Q010A-ZN02,Fences,Chain-Link,Structural Features,
34858,X022,Paved Surfaces,Concrete,Structural Features,
14827,M242,Paved Surfaces,Brick,Structural Features,
7877,BZ19,Sidewalks,Concrete Curbs,Structural Features,
26490,R072,Lawns,Lawn,Landscape Features,
29544,X047-01,Safety Surface,Mitchell New Sectional,Structural Features,
47238,X131,Paved Surfaces,Plaque,Structural Features,
33173,XZ210,Horticultural Areas,Bushes,Landscape Features,
25877,R034,Paved Surfaces,Color Seal,Structural Features,
52228,Q066B,Paved Surfaces,Color Seal,Structural Features,
28916,X036,Horticultural Areas,Bushes,Landscape Features,
4375,B219,Lawns,Tree Lines,Landscape Features,
29057,X039-ZN02,Sidewalks,Concrete Curbs,Structural Features,
38633,X295,Paved Surfaces,Color Seal,Structural Features,
27096,RZ104,Paved Surfaces,Belgian Blocks,Structural Features,
34439,Q483,Fences,Wrought-Iron,Structural Features,
15909,MZ252,Paved Surfaces,Stone/Slate/Granite,Structural Features,
15503,MZ133,Sidewalks,Concrete Flags,Structural Features,
10570,M030A,Paved Surfaces,Monument,Structural Features,
31332,X155,Paved Surfaces,Asphalt,Structural Features,
5664,B265,Play Equipment,Playground Environments,Structural Features,
61633,Q162-ZN03B,Horticultural Areas,Ornamental Grass,Landscape Features,
584,B032-ZN01,Fences,Wrought-Iron,Structural Features,
3031,B129-ZN01,Horticultural Areas,Wild Flowers,Landscape Features,
31858,X188,Play Equipment,Playground Environments,Structural Features,
10222,M018,Paved Surfaces,Belgian Blocks,Structural Features,
14724,M236,Fences,Chain-Link,Structural Features,
9001,M010-031,Trees,>10,Landscape Features,
35249,Q099-18,Play Equipment,BBCT,Structural Features,
50897,R046-ZN01,Paved Surfaces,Plaque,Structural Features,
25423,R002,Sidewalks,Concrete Flags,Structural Features,
30654,X118-ZN04,Paved Surfaces,Asphalt,Structural Features,
48867,M166,Paved Surfaces,Concrete,Structural Features,
38716,QZ455,Paved Surfaces,Belgian Blocks,Structural Features,
9970,M010-ZN45,Fences,Wire,Structural Features,
47940,B270,Sidewalks,Concrete Curbs,Structural Features,
23142,Q425,Paved Surfaces,Asphalt,Structural Features,
52223,X030-ZN03,Lawns,Grass Strips,Landscape Features,
37260,M021,Fences,Wire,Structural Features,
48668,M036,Sidewalks,Stone/Slate/Granite,Structural Features,
2577,B105,Sidewalks,Stone Curb,Structural Features,
29044,X039-ZN01,Lawns,Natural Areas,Landscape Features,
3053,B129-ZN02,Sidewalks,Concrete Flags,Structural Features,
61809,X081,Horticultural Areas,Flower Beds,Landscape Features,
10907,M042-01,Safety Surface,Kangaroo New Sectional,Structural Features,
25710,R024,Paved Surfaces,Brick,Structural Features,
51525,R065-ZN07,Fences,Wrought-Iron,Structural Features,
29898,X092-06,Benches,Wood Benches,Structural Features,
25742,R025,Paved Surfaces,Belgian Blocks,Structural Features,
51820,RZ256,Paved Surfaces,Belgian Blocks,Structural Features,
22607,Q390,Sidewalks,Concrete Flags,Structural Features,
35123,M288,Horticultural Areas,Bushes,Landscape Features,
50171,B018-ZN04,Benches,Plastic Benches,Structural Features,
59023,X008-ZN02,Paved Surfaces,Concrete Pavers,Structural Features,
20388,Q205B,Sidewalks,Concrete Flags,Structural Features,
29384,X045-01,Trees,>10,Landscape Features,
60224,Q020-ZN06,Benches,Stone Benches,Structural Features,
19631,Q119,Benches,Wood Benches,Structural Features,
35550,M030B,Sidewalks,Stone/Slate/Granite,Structural Features,
33518,XZ338,Paved Surfaces,Belgian Blocks,Structural Features,
61397,X252,Play Equipment,Painted Games,Structural Features,
3084,B130,Play Equipment,Swings,Structural Features,
19006,Q099-ZN05,Fences,Wood Guardrails,Structural Features,
19683,Q121,Sidewalks,Concrete Flags,Structural Features,
15674,MZ170,Sidewalks,Concrete Flags,Structural Features,
16704,Q005-ZN03,Benches,Picnic Tables,Structural Features,
4563,B223K,Trees,>10,Landscape Features,
17481,Q015-ZN15,Paved Surfaces,Plaque,Structural Features,
6632,B330,Safety Surface,Miracle New Sectional,Structural Features,
51262,X136-01,Play Equipment,Sprinkler,Structural Features,
21852,Q345,Benches,Wood Benches,Structural Features,
13909,M172,Benches,Wood Benches,Structural Features,
25375,QZ90,Horticultural Areas,Lawn,Landscape Features,
20859,Q285,Sidewalks,Concrete Curbs,Structural Features,
16018,MZ33,Paved Surfaces,Asphalt,Structural Features,
1784,B073-ZN10,Paved Surfaces,Stone/Slate/Granite,Structural Features,
38291,Q300-ZN03,Lawns,Lawn,Landscape Features,
27105,RZ107,Horticultural Areas,Bushes,Landscape Features,
25426,R002,Sidewalks,Concrete Curbs,Structural Features,
10404,M028-ZN01B,Paved Surfaces,Boardwalk,Structural Features,
3862,B176,Horticultural Areas,Flower Beds,Landscape Features,
6527,B323,Safety Surface,Bonded Rubber Crumb,Structural Features,
54218,B057-G01,Paved Surfaces,Hex Blocks,Structural Features,
29876,X091,Paved Surfaces,Gravel Paths,Structural Features,
11817,M071-ZN02,Horticultural Areas,Bushes,Landscape Features,
50214,XZ124,Sidewalks,Asphalt,Structural Features,
10944,M042-03,Paved Surfaces,Belgian Blocks,Structural Features,
36873,B223DA,Benches,Wood Benches,Structural Features,
25549,R008,Lawns,Grass Strips,Landscape Features,
31943,X194,Paved Surfaces,Asphalt,Structural Features,
26409,R067,Fences,Wrought-Iron,Structural Features,
61685,Q162-ZN04B,Lawns,Natural Areas,Landscape Features,
16933,Q009-ZN02,Paved Surfaces,Concrete,Structural Features,
34350,QZ298,Sidewalks,Concrete Curbs,Structural Features,
18987,Q099-ZN04,Paved Surfaces,Belgian Blocks,Structural Features,
21028,Q300-04,Paved Surfaces,Concrete,Structural Features,
38713,Q177,Paved Surfaces,Brick,Structural Features,
29246,X039-ZN20,Lawns,Lawn,Landscape Features,
50108,M037-10,Paved Surfaces,Brick,Structural Features,
24950,QZ581,Trees,6-10,Landscape Features,
31067,X148H1,Paved Surfaces,Concrete Pavers,Structural Features,
34852,X255,Trees,>10,Landscape Features,
5456,B255I,Paved Surfaces,Concrete,Structural Features,
60618,BT15,Benches,Plastic Benches,Structural Features,
61028,Q398,Play Equipment,Painted Games,Structural Features,
29790,X085,Paved Surfaces,Plaque,Structural Features,
20030,Q148,Trees,>10,Landscape Features,
13371,M116,Paved Surfaces,Asphalt,Structural Features,
8308,BZ322,Paved Surfaces,Stone/Slate/Granite,Structural Features,
9690,M010-ZN28,Paved Surfaces,Monument,Structural Features,
33820,XZ88,Paved Surfaces,Concrete,Structural Features,
1735,B073-ZN07,Paved Surfaces,Monument,Structural Features,
31610,X171,Play Equipment,Swings,Structural Features,
4096,B210F,Paved Surfaces,Asphalt,Structural Features,
25812,R031-11,Safety Surface,Spectraturf New Sectional,Structural Features,
3241,B145,Play Equipment,BBCT,Structural Features,
28329,X010-09,Paved Surfaces,Asphalt,Structural Features,
9683,M010-ZN28,Paved Surfaces,Plaque,Structural Features,
49429,MZ108,Sidewalks,Concrete Curbs,Structural Features,
23068,Q421,Paved Surfaces,Asphalt,Structural Features,
24094,QZ187,Benches,Plastic Benches,Structural Features,
38936,B157,Fences,Guardrails,Structural Features,
29930,X092-ZN01,Horticultural Areas,Wild Flowers,Landscape Features,
722,B042,Fences,French Barricades,Structural Features,
505,B029-ZN02,Sidewalks,Hex Blocks,Structural Features,
55960,M144-ZN06,Sidewalks,Concrete Curbs,Structural Features,
25126,QZ651,Paved Surfaces,Belgian Blocks,Structural Features,
24245,QZ284,Trees,1-5,Landscape Features,
16845,Q008-ZN01,Paved Surfaces,Asphalt,Structural Features,
10439,M029-02,Fences,Ornamental,Structural Features,
62065,M042-ZN04,Benches,Plastic Benches,Structural Features,
32297,X222,Paved Surfaces,Color Seal,Structural Features,
48468,B207,Lawns,Lawn,Landscape Features,
61623,M256,Horticultural Areas,Bushes,Landscape Features,
15223,M294,Lawns,Lawn,Landscape Features,
30995,X148B2,Fences,Chain-Link,Structural Features,
58630,XZ197,Horticultural Areas,Flower Beds,Landscape Features,
10295,M022,Benches,Wood Benches,Structural Features,
55307,M099-01,Paved Surfaces,Cribbing,Structural Features,
12978,M104-ZN03,Fences,Pipe-Rail,Structural Features,
17821,Q023,Trees,>10,Landscape Features,
6514,B323,Horticultural Areas,Bushes,Landscape Features,
11217,M051,Paved Surfaces,Concrete,Structural Features,
8023,BZ247,Paved Surfaces,Belgian Blocks,Structural Features,
15085,M277,Sidewalks,Concrete Flags,Structural Features,
7309,B388,Trees,6-10,Landscape Features,
50414,RZ39,Sidewalks,Concrete Curbs,Structural Features,
21430,Q318,Paved Surfaces,Color Seal,Structural Features,
14918,M251,Fences,Ornamental,Structural Features,
31139,X148L,Sidewalks,Concrete Flags,Structural Features,
7360,B395,Play Equipment,New Adventure,Structural Features,
47516,X010-ZN01,Lawns,Grass Strips,Landscape Features,
54908,B401,Paved Surfaces,Brick,Structural Features,
18276,Q048,Lawns,Lawn,Landscape Features,
1828,B073-ZN12,Paved Surfaces,Asphalt,Structural Features,
18121,Q035,Paved Surfaces,Cribbing,Structural Features,
13499,M127,Trees,6-10,Landscape Features,
52016,X305,Paved Surfaces,Plaque,Structural Features,
61857,X092-09,Horticultural Areas,Bushes,Landscape Features,
21409,Q316,Paved Surfaces,Stone/Slate/Granite,Structural Features,
11351,M056-ZN01,Fences,Wrought-Iron,Structural Features,
8986,M007,Paved Surfaces,Asphalt,Structural Features,
25302,QZ74,Paved Surfaces,Belgian Blocks,Structural Features,
61683,B178,Horticultural Areas,Flower Beds,Landscape Features,
18941,Q099-ZN01,Fences,Wire,Structural Features,
2674,B111,Fences,Wire,Structural Features,
29663,X068,Benches,Wood Benches,Structural Features,
50694,B028-03,Paved Surfaces,Gravel,Structural Features,
27897,X001A-01,Play Equipment,BBCT,Structural Features,
13886,M169,Sidewalks,Concrete Flags,Structural Features,
33679,XZ51,Trees,1-5,Landscape Features,
48249,Q294,Safety Surface,Bonded Rubber Crumb,Structural Features,
33568,XZ349,Sidewalks,Concrete Flags,Structural Features,
10195,M017,Benches,Picnic Tables,Structural Features,
33876,B095,Safety Surface,Mitchell New Sectional,Structural Features,
21275,Q304,Play Equipment,GameTime,Structural Features,
7462,B404,Fences,Wrought-Iron,Structural Features,
49099,B157,Paved Surfaces,Plaque,Structural Features,
13391,M120B,Play Equipment,Playground Environments,Structural Features,
3725,B169-ZN03,Benches,Wood Benches,Structural Features,
26329,R065-ZN05,Trails,Dirt Paths,Landscape Features,
57746,M039-ZN01,Water Bodies,River,Landscape Features,
18660,Q085,Paved Surfaces,Plaque,Structural Features,
7521,BZ01,Horticultural Areas,PLEASE UPDATE,Landscape Features,
58689,X073,Sidewalks,Stone Curb,Structural Features,
30894,X141,Safety Surface,Mitchell New Sectional,Structural Features,
15629,MZ149,Paved Surfaces,Concrete,Structural Features,
13149,M107-ZN07,Fences,Wire,Structural Features,
3557,B163,Paved Surfaces,Concrete,Structural Features,
12990,M104-ZN04,Fences,Pipe-Rail,Structural Features,
12629,M088,Lawns,Lawn,Landscape Features,
22609,Q390,Paved Surfaces,Plaque,Structural Features,
27194,RZ134,Horticultural Areas,Bushes,Landscape Features,
47653,B082-ZN02,Sidewalks,Hex Blocks,Structural Features,
38433,RZ120,Sidewalks,Concrete Curbs,Structural Features,
17293,Q015-ZN02,Paved Surfaces,Concrete,Structural Features,
61043,X147A-01,Play Equipment,Chess & Checkers Tables,Structural Features,
9803,M010-ZN34,Paved Surfaces,Concrete,Structural Features,
47894,QZ611,Paved Surfaces,Belgian Blocks,Structural Features,
21343,Q308,Paved Surfaces,Concrete,Structural Features,
55683,B159,Sidewalks,Stone Curb,Structural Features,
59756,R046-ZN02,Fences,Wood Guardrails,Structural Features,
16995,Q012-01,Fences,Wrought-Iron,Structural Features,
2729,B113E,Lawns,Tree Lines,Landscape Features,
56305,M192,Fences,Wire,Structural Features,
21134,Q300A-01,Play Equipment,HBCT,Structural Features,
27031,RZ06,Horticultural Areas,Bushes,Landscape Features,
1780,B073-ZN10,Fences,Wrought-Iron,Structural Features,
10227,M018,Paved Surfaces,Brick,Structural Features,
52435,B363,Safety Surface,Mitchell E-Z Fall,Structural Features,
16057,MZ41,Horticultural Areas,Tree Lines,Landscape Features,
16171,MZ66,Sidewalks,Concrete Curbs,Structural Features,
7116,B364,Sidewalks,Concrete Curbs,Structural Features,
7102,B364,Paved Surfaces,Belgian Blocks,Structural Features,
23721,QZ111,Paved Surfaces,Concrete,Structural Features,
25902,R035,Paved Surfaces,Concrete,Structural Features,
16391,Q001-ZN07,Fences,Snow Picket,Structural Features,
7759,BZ143,Trees,1-5,Landscape Features,
55760,B237,Fences,Pipe-Rail,Structural Features,
35047,M193,Benches,Wood Benches,Structural Features,
2005,B073-ZN23,Sidewalks,Concrete Curbs,Structural Features,
58555,B100,Paved Surfaces,Plaque,Structural Features,
6322,B309,Sidewalks,Concrete Flags,Structural Features,
24715,QZ469,Paved Surfaces,Belgian Blocks,Structural Features,
30394,X104-03,Paved Surfaces,Asphalt,Structural Features,
4967,B236,Sidewalks,Concrete Curbs,Structural Features,
24252,QZ286,Sidewalks,Concrete Curbs,Structural Features,
4397,B221,Sidewalks,Concrete Flags,Structural Features,
23601,QZ04,Trees,1-5,Landscape Features,
51548,Q492,Paved Surfaces,Concrete Pavers,Structural Features,
57224,M391-ZN01,Water Bodies,River,Landscape Features,
37091,X026,Play Equipment,Swings,Structural Features,
16862,Q008-ZN02,Paved Surfaces,Belgian Blocks,Structural Features,
8629,BZ53,Sidewalks,Concrete Curbs,Structural Features,
61245,X126-G01,Water Bodies,Lake,Landscape Features,
38282,B331,Safety Surface,Mitchell New Sectional,Structural Features,
6001,B288,Play Equipment,Chess & Checkers Tables,Structural Features,
28217,X008-ZN02,Fences,Chain-Link,Structural Features,
15892,MZ248,Horticultural Areas,Bushes,Landscape Features,
1898,B073-ZN16,Fences,Snow Picket,Structural Features,
9227,M010-195,Fences,Wrought-Iron,Structural Features,
28975,X039-01,Play Equipment,Swings,Structural Features,
24482,QZ392,Paved Surfaces,Concrete,Structural Features,
6743,B339,Play Equipment,Swings,Structural Features,
14008,M188,Sidewalks,Concrete Curbs,Structural Features,
36683,B419,Paved Surfaces,Belgian Blocks,Structural Features,
32553,X269,Sidewalks,Concrete Flags,Structural Features,
25404,QZ97,Fences,Guardrails,Structural Features,
60020,R114,Lawns,Tree Lines,Landscape Features,
30650,X118-ZN04,Benches,Wood Benches,Structural Features,
49912,B380,Play Equipment,Exercise Equipment,Structural Features,
24848,QZ519,Sidewalks,Concrete Flags,Structural Features,
17022,Q012-ZN01,Paved Surfaces,Belgian Blocks,Structural Features,
54285,Q010-G01,Paved Surfaces,Utility Covers,Structural Features,
28867,X033-04,Paved Surfaces,Cribbing,Structural Features,
50428,XZ21,Paved Surfaces,Cribbing,Structural Features,
4160,B210P,Sidewalks,Concrete Flags,Structural Features,
3600,B166B,Play Equipment,HBCT,Structural Features,
12738,M095-ZN04,Fences,Wrought-Iron,Structural Features,
19993,Q141,Lawns,Tree Lines,Landscape Features,
